"X.EMPTY.","Nimi","Osoite","Postinro","Paikkakunta","Kaupunginosa","Aukioloaika","NA.","osoite_paikkakunta","lat","lon"
6147,"Kirjasto","Karhuniitynkuja 3",2070,"Espoo","Karhusuo",NA,"Kirjastot","Karhuniitynkuja 3,Espoo","60.22855095","24.6210161489306"
6148,"Kirjasto","Hansakallio 2",2070,"Espoo","Kauklahti",NA,"Kirjastot","Hansakallio 2,Espoo","60.1885713","24.5940902846154"
6149,"Kirjasto","Piispansilta 11 S 10",2070,"Espoo","Matinkylä",NA,"Kirjastot","Piispansilta 11 S 10,Espoo",NA,NA
6150,"Kirjasto","Merenkäynti 3",2070,"Espoo","Kivenlahti",NA,"Kirjastot","Merenkäynti 3,Espoo","60.1530084","24.6333481"
6151,"Kirjasto","Kurkijoentie 24",2070,"Espoo","Pohjois-Laajalahti",NA,"Kirjastot","Kurkijoentie 24,Espoo","60.2039466","24.8057518598835"
6152,"Kirjasto","Veininkatu 24",2070,"Espoo","Jupperi",NA,"Kirjastot","Veininkatu 24,Espoo","60.24587785","24.7692260174085"
6153,"Kirjasto","Oxfotintie 4",2070,"Espoo","Nöykkiönlaakso",NA,"Kirjastot","Oxfotintie 4,Espoo","60.1674037","24.6629937"
6154,"Kirjasto","Leppävaarankatu 9",2070,"Espoo","Etelä-Leppävaara",NA,"Kirjastot","Leppävaarankatu 9,Espoo","60.2188216","24.8128941"
6155,"Kirjasto","Soukantie 4",2070,"Espoo","Soukanmäki",NA,"Kirjastot","Soukantie 4,Espoo","60.1425578","24.6703404"
6156,"Kirjasto","Kulttuuriaukio 2",2070,"Espoo","Tapiola",NA,"Kirjastot","Kulttuuriaukio 2,Espoo","60.1778492","24.804075"
6157,"Kirjasto","Viherlaaksontori",2070,"Espoo","Viherlaakso",NA,"Kirjastot","Viherlaaksontori,Espoo",NA,NA
6206,"Kirjasto","Kimokuja 5",1200,"Vantaa","Hakunila",NA,"Kirjastot","Kimokuja 5,Vantaa","60.2775276","25.102998"
6207,"Kirjasto","Urheilutie 4",1370,"Vantaa","Jokiniemi",NA,"Kirjastot","Urheilutie 4,Vantaa","60.2953928","25.0601647"
6208,"Kirjasto","Hakopolku 2",1360,"Vantaa","Havukoski",NA,"Kirjastot","Hakopolku 2,Vantaa","60.3233548","25.0623483"
6209,"Kirjasto","Urpiaisentie 14",1450,"Vantaa","Korso",NA,"Kirjastot","Urpiaisentie 14,Vantaa","60.3516414","25.0765916"
6210,"Kirjasto","Suunnistajankuja 2",1280,"Vantaa","Länsimäki",NA,"Kirjastot","Suunnistajankuja 2,Vantaa","60.2463462","25.1150379"
6211,"Kirjasto","Laajaniityntie 3",1620,"Vantaa","Martinlaakso",NA,"Kirjastot","Laajaniityntie 3,Vantaa","60.2771238","24.8513602"
6212,"Kirjasto","Lyyranpolku 2",1480,"Vantaa","Mikkola",NA,"Kirjastot","Lyyranpolku 2,Vantaa","60.3420351","25.0934027"
6213,"Kirjasto","Paalutori 3",1600,"Vantaa","Myyrmäki",NA,"Kirjastot","Paalutori 3,Vantaa","60.2611718","24.8541528"
6214,"Kirjasto","Hagelstamintie 1",1520,"Vantaa","Pakkala",NA,"Kirjastot","Hagelstamintie 1,Vantaa","60.2851348","24.9572247244548"
6215,"Kirjasto","Mantelikuja 4",1710,"Vantaa","Hämeenkylä",NA,"Kirjastot","Mantelikuja 4,Vantaa","60.2564903","24.8054086"
6216,"Kirjasto","Lummetie 4",1300,"Vantaa","Tikkurila",NA,"Kirjastot","Lummetie 4,Vantaa","60.2957692","25.0412932"
6220,"Kirjasto 10","Elielinaukio 2 G",99,"Helsinki","Kluuvi",NA,"Kirjastot","Elielinaukio 2 G,Helsinki","60.1717521","24.9395594438378"
6221,"Kirjatori","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Kirjakaupat","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
6222,"Kirjatori","Mannerheimintie 14-20",100,"Helsinki","Kluuvi",NA,"Kirjakaupat","Mannerheimintie 14-20,Helsinki","60.1916307","24.912036"
6225,"Kirjatori","Asematie 4-10",1300,"Vantaa","Tikkurila",NA,"Kirjakaupat","Asematie 4-10,Vantaa","60.2920259","25.0420625"
6231,"Kitarapaja","Kirjatyöntekijänkatu 4",170,"Helsinki","Kruununhaka",NA,"Musiikkiliikkeet","Kirjatyöntekijänkatu 4,Helsinki","60.1761433","24.9558748"
6238,"Kivenlahden Pyörähuolto","Merivalkama 1",2320,"Espoo","Kivenlahti",NA,"Urheilukaupat","Merivalkama 1,Espoo","60.1542764","24.633774"
6243,"Klubivoima","Bulevardi 7",120,"Helsinki","Kamppi",NA,"Muut","Bulevardi 7,Helsinki","60.1650045","24.9383955"
6244,"Kluuvin apteekki","Yliopistonkatu 5",100,"Helsinki","Kluuvi",NA,"Apteekit","Yliopistonkatu 5,Helsinki","60.1700712","24.9467653"
6247,"Kodin Ykkönen","Isonniitynkuja 2",2270,"Espoo","Eestinmalmi",NA,"Sisustusliikkeet","Isonniitynkuja 2,Espoo","60.1629269","24.7066046"
6248,"Kodin Ykkönen","Kaisaniemenkatu 5",100,"Helsinki","Kluuvi",NA,"Sisustusliikkeet","Kaisaniemenkatu 5,Helsinki","60.1712706","24.9478421"
6249,"Kodin Ykkönen","Itämerenkatu 21",180,"Helsinki","Ruoholahti",NA,"Sisustusliikkeet","Itämerenkatu 21,Helsinki","60.1636203","24.9119067"
6257,"Kodin Ykkönen","Salpakuja 2",1200,"Vantaa","Kuninkaala",NA,"Sisustusliikkeet","Salpakuja 2,Vantaa","60.2815176","25.0814075"
6258,"Kodin Ykkönen","Martinkyläntie 48",1720,"Vantaa","Varisto",NA,"Sisustusliikkeet","Martinkyläntie 48,Vantaa","60.2762757","24.820803"
6259,"Kodinkoneet: AAA+","Museokatu 28",100,"Helsinki","Etu-Töölö",NA,"Elektroniikkaliikkeet","Museokatu 28,Helsinki","60.1748657","24.9257921"
6264,"Koivukylän Apteekki","Ojalehdonkuja 1",1400,"Vantaa","Asola",NA,"Apteekit","Ojalehdonkuja 1,Vantaa","60.32445005","25.0578136013667"
6277,"Konditoria Lilja","Viidakkopolku 8",1400,"Vantaa","Asola",NA,"Leipomot","Viidakkopolku 8,Vantaa","60.33045415","25.0650576379127"
6283,"Konsolinet","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Tietokoneliikkeet","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6287,"Kontulan apteekki","Ostostie 4",940,"Helsinki","Kontula",NA,"Apteekit","Ostostie 4,Helsinki","60.2373006","25.0848435"
6288,"Kontulan kirjasto","Ostostie 4",99,"Helsinki","Kontula",NA,"Kirjastot","Ostostie 4,Helsinki","60.2373006","25.0848435"
6289,"Kontulan Uimahalli","Ostostie 4",940,"Helsinki","Kontula",NA,"Uimahallit","Ostostie 4,Helsinki","60.2373006","25.0848435"
6290,"Kookenkä","Kauppamiehentie 1",2100,"Espoo","Tapiola",NA,"Kenkäkaupat","Kauppamiehentie 1,Espoo","60.1765005","24.8019084685369"
6291,"Kookenkä","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Kenkäkaupat","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
6294,"Kookenkä","Raumantie 1",350,"Helsinki","Munkkivuori",NA,"Kenkäkaupat","Raumantie 1,Helsinki","60.2060944","24.8782475"
6295,"Kookenkä","Ala-Malmin tori 5",700,"Helsinki","Ala-Malmi",NA,"Kenkäkaupat","Ala-Malmin tori 5,Helsinki","60.2508523","25.0121269"
6296,"Kookenkä","Itäkatu 7",930,"Helsinki","Itäkeskus",NA,"Kenkäkaupat","Itäkatu 7,Helsinki","60.2104564","25.0810679"
6297,"Kookenkä","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Kenkäkaupat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6298,"Kookenkä","Mannerheimintie 20",100,"Helsinki","Kamppi",NA,"Kenkäkaupat","Mannerheimintie 20,Helsinki","60.1694564","24.9385667"
6331,"Kookenkä","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Kenkäkaupat","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
6332,"Kookenkä","Iskoskuja 3",1600,"Vantaa","Myyrmäki",NA,"Kenkäkaupat","Iskoskuja 3,Vantaa","60.2608563","24.8543158"
6340,"Korson apteekki","Maakotkantie 6",1450,"Vantaa","Korso",NA,"Apteekit","Maakotkantie 6,Vantaa","60.3472753","25.0750724"
6352,"Kotipizza","Ukkohauentie 9",2170,"Espoo","Haukilahti",NA,"Pizzeriat","Ukkohauentie 9,Espoo","60.1631111","24.7759792"
6353,"Kotipizza","Merivirta 9",2320,"Espoo","Kivenlahti",NA,"Pizzeriat","Merivirta 9,Espoo","60.1535925","24.635484201406"
6354,"Kotipizza","Rusthollarinkatu 6",2270,"Espoo","Hannus",NA,"Pizzeriat","Rusthollarinkatu 6,Espoo","60.1598616","24.7111792"
6355,"Kotipizza","Siltakatu 11",2770,"Espoo","Suvela",NA,"Pizzeriat","Siltakatu 11,Espoo","60.2035124","24.6590606"
6356,"Kotipizza","Espoonlahdenkatu 4",2320,"Espoo","Espoonlahti",NA,"Pizzeriat","Espoonlahdenkatu 4,Espoo","60.1493709","24.6548564"
6357,"Kotipizza","Pitkajärventie 1",2720,"Espoo","Veininlaakso",NA,"Pizzeriat","Pitkajärventie 1,Espoo","60.2536484","24.7746846"
6358,"Kotipizza","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Pizzeriat","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
6359,"Kotipizza","Ohrakaskenmäki 2",2340,"Espoo","Latokaskenmäki",NA,"Pizzeriat","Ohrakaskenmäki 2,Espoo","60.1736876","24.66162"
6360,"Kotipizza","Muurarinkuja 1",2600,"Espoo","Pohjois-Leppävaara",NA,"Pizzeriat","Muurarinkuja 1,Espoo","60.2240181","24.813512"
6361,"Kotipizza","Matinkatu 5",2230,"Espoo","Matinmetsä",NA,"Pizzeriat","Matinkatu 5,Espoo","60.1585089","24.742664"
6362,"Kotipizza","Valakuja 10",2770,"Espoo","Suvela",NA,"Pizzeriat","Valakuja 10,Espoo","60.2036614","24.6582779"
6363,"Kotipizza","Miestentie 1",2150,"Espoo","Otaniemi",NA,"Pizzeriat","Miestentie 1,Espoo","60.1783522","24.8272885"
6364,"Kotipizza","Leppävaarankatu 3",2600,"Espoo","Etelä-Leppävaara",NA,"Pizzeriat","Leppävaarankatu 3,Espoo","60.2188216","24.8128941"
6377,"Kotipizza","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Pizzeriat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6378,"Kotipizza","Annankatu 6",120,"Helsinki","Punavuori",NA,"Pizzeriat","Annankatu 6,Helsinki","60.1634868","24.9413859"
6379,"Kotipizza","Kaivolahdenkatu 8 B",810,"Helsinki","Herttoniemenranta",NA,"Pizzeriat","Kaivolahdenkatu 8 B,Helsinki","60.1882543","25.0404177"
6380,"Kotipizza","Vihdintie 13",320,"Helsinki","Etelä-Haaga",NA,"Pizzeriat","Vihdintie 13,Helsinki","60.211518","24.8879283"
6381,"Kotipizza","Mariankatu 10",170,"Helsinki","Kruununhaka",NA,"Pizzeriat","Mariankatu 10,Helsinki","60.1707378","24.9564004"
6382,"Kotipizza","Ala-Malmintori 4",700,"Helsinki","Ala-Malmi",NA,"Pizzeriat","Ala-Malmintori 4,Helsinki","60.2506415","25.0125615"
6383,"Kotipizza","Topeliuksenkatu 21",250,"Helsinki","Taka-Töölö",NA,"Pizzeriat","Topeliuksenkatu 21,Helsinki","60.1843986","24.9177869"
6384,"Kotipizza","Svinhufvudintie 1",570,"Helsinki","Kulosaari",NA,"Pizzeriat","Svinhufvudintie 1,Helsinki","60.18638","25.0077905"
6385,"Kotipizza","Oulunkyläntie 2",600,"Helsinki","Koskela",NA,"Pizzeriat","Oulunkyläntie 2,Helsinki","60.2206436","24.9624223"
6386,"Kotipizza","Laivurinkatu 37",150,"Helsinki","Ullanlinna",NA,"Pizzeriat","Laivurinkatu 37,Helsinki","60.1594654","24.9425102"
6387,"Kotipizza","Lauttasaarentie 29",200,"Helsinki","Lauttasaari",NA,"Pizzeriat","Lauttasaarentie 29,Helsinki","60.1605714","24.8812772"
6388,"Kotipizza","Siltavoudintie 9-11",640,"Helsinki","Patola",NA,"Pizzeriat","Siltavoudintie 9-11,Helsinki","60.2297801","24.96488"
6389,"Kotipizza","Porthaninkatu 11",530,"Helsinki","Linjat",NA,"Pizzeriat","Porthaninkatu 11,Helsinki","60.1842108","24.9550137"
6390,"Kotipizza","Itämerenkatu 2",180,"Helsinki","Ruoholahti",NA,"Pizzeriat","Itämerenkatu 2,Helsinki","60.1633794","24.9206903"
6391,"Kotipizza","Roihuvuorentie 26",820,"Helsinki","Roihuvuori",NA,"Pizzeriat","Roihuvuorentie 26,Helsinki","60.2021822","25.0586895"
6392,"Kotipizza","Huopalahdentie 22",350,"Helsinki","Munkkivuori",NA,"Pizzeriat","Huopalahdentie 22,Helsinki","60.207052","24.8792091"
6393,"Kotipizza","Linnavuorentie 30",950,"Helsinki","Vartioharju",NA,"Pizzeriat","Linnavuorentie 30,Helsinki","60.2233762","25.1156684"
6394,"Kotipizza","Pakilantie 66",660,"Helsinki","Länsi-Pakila",NA,"Pizzeriat","Pakilantie 66,Helsinki","60.241634","24.9259477"
6395,"Kotipizza","Ala-Malmin tori 4",700,"Helsinki","Ala-Malmi",NA,"Pizzeriat","Ala-Malmin tori 4,Helsinki","60.2506415","25.0125615"
6396,"Kotipizza","Ristipellontie 25",390,"Helsinki","Konala",NA,"Pizzeriat","Ristipellontie 25,Helsinki","60.242158","24.844717"
6397,"Kotipizza","Lönnrotinkatu 13",120,"Helsinki","Kamppi",NA,"Pizzeriat","Lönnrotinkatu 13,Helsinki","60.1657259","24.9362782"
6398,"Kotipizza","Kirkonkyläntie 34",740,"Helsinki","Töyrynummi",NA,"Pizzeriat","Kirkonkyläntie 34,Helsinki","60.2512527","25.008269"
6442,"Kotipizza","Promenadi",2700,"Kauniainen"," ",NA,"Pizzeriat","Promenadi,Kauniainen",NA,NA
6613,"Kotipizza","Maakotkantie 6",1450,"Vantaa","Korso",NA,"Pizzeriat","Maakotkantie 6,Vantaa","60.3472753","25.0750724"
6614,"Kotipizza","Uomatie 13",1600,"Vantaa","Myyrmäki",NA,"Pizzeriat","Uomatie 13,Vantaa","60.2700588","24.8468805"
6615,"Kotipizza","Kivivuorentie 4",1620,"Vantaa","Martinlaakso",NA,"Pizzeriat","Kivivuorentie 4,Vantaa","60.2781065","24.8539452"
6616,"Kotipizza","Laurintie 141",1400,"Vantaa","Rekola",NA,"Pizzeriat","Laurintie 141,Vantaa","60.3271521","25.1034453"
6617,"Kotipizza","Talvikkitie 37",1300,"Vantaa","Viertola",NA,"Pizzeriat","Talvikkitie 37,Vantaa","60.2974672","25.0346854"
6618,"Kotipizza","Säätökuja 2",1510,"Vantaa","Tammisto",NA,"Pizzeriat","Säätökuja 2,Vantaa","60.2742936","24.9701238"
6619,"Kotipizza","Ojalehdonkuja 1",1400,"Vantaa","Asola",NA,"Pizzeriat","Ojalehdonkuja 1,Vantaa","60.32445005","25.0578136013667"
6620,"Kotipizza","Antaksentie 4",1510,"Vantaa","Pakkala",NA,"Pizzeriat","Antaksentie 4,Vantaa","60.2938774","24.945527"
6621,"Kotipizza","Hämeenlinnanväylä 601",1700,"Vantaa","Kivistö",NA,"Pizzeriat","Hämeenlinnanväylä 601,Vantaa","60.3510938","24.8096195"
6622,"Kotipizza","Niittytie 2",1510,"Vantaa","Koivuhaka",NA,"Pizzeriat","Niittytie 2,Vantaa","60.2881993","24.9962784"
6623,"Kotipizza","Kuussillantie 19",1230,"Vantaa","Vaarala",NA,"Pizzeriat","Kuussillantie 19,Vantaa","60.2624321","25.0940806"
6624,"Kotipizza","Valimotie 10 B",1510,"Vantaa","Tammisto",NA,"Pizzeriat","Valimotie 10 B,Vantaa","60.2843708","24.9746203"
6625,"Kotipizza","Ulkoniitynkuja 2",1660,"Vantaa","Varisto",NA,"Pizzeriat","Ulkoniitynkuja 2,Vantaa","60.2662611","24.8095148"
6643,"Kriss","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Vaatekaupat","Piispansilta 11,Espoo","60.1620733","24.7375304"
6644,"Kriss","Mannerheimintie 20",100,"Helsinki","Kluuvi",NA,"Vaatekaupat","Mannerheimintie 20,Helsinki","60.1694564","24.9385667"
6646,"Kruunukaluste","Varikkotie 2",880,"Helsinki","Roihupelto",NA,"Sisustusliikkeet","Varikkotie 2,Helsinki","60.2102866","25.0615535"
6650,"Kruunukaluste","Riihitontuntie 1",1720,"Vantaa","Varisto",NA,"Sisustusliikkeet","Riihitontuntie 1,Vantaa","60.276784","24.8183452"
6651,"Kruunukaluste","Porttisuontie 4",1200,"Vantaa","Kuninkaala",NA,"Sisustusliikkeet","Porttisuontie 4,Vantaa","60.2803982","25.08134"
6652,"KruunuKukka Tmi","Leinikkitie 20",1350,"Vantaa","Simonkylä",NA,"Kukkakaupat","Leinikkitie 20,Vantaa","60.3095072","25.0310799"
6653,"Kruununhaan apteekki","Liisankatu 21",170,"Helsinki","Kruununhaka",NA,"Apteekit","Liisankatu 21,Helsinki","60.1742005","24.9533177"
6660,"Kukka-Bukett","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Kukkakaupat","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6662,"Kukkakauppa Bella Verde","Siltavoudintie 4",640,"Helsinki","Patola",NA,"Kukkakaupat","Siltavoudintie 4,Helsinki","60.2299412","24.9648076"
6663,"kukkakauppa Ch. Barck","Eerikinkatu 5",100,"Helsinki","Kamppi",NA,"Kukkakaupat","Eerikinkatu 5,Helsinki","60.1674572","24.9356815"
6664,"Kukkakauppa Desiree","Lauttasaarentie 27",200,"Helsinki","Lauttasaari",NA,"Kukkakaupat","Lauttasaarentie 27,Helsinki","60.1605699","24.8817136"
6666,"Kukkakauppa Puntti Arabia","Hämeentie 111",560,"Helsinki","Arabia",NA,"Kukkakaupat","Hämeentie 111,Helsinki","60.1802954","24.9512671"
6667,"Kukkakauppa Puntti Bulevardi","Bulevardi 54",120,"Helsinki","Hietalahti",NA,"Kukkakaupat","Bulevardi 54,Helsinki","60.1618574","24.9315133"
6668,"Kukkakauppa Puntti Vallila","Aleksis Kiven katu 11",510,"Helsinki","Vallila",NA,"Kukkakaupat","Aleksis Kiven katu 11,Helsinki","60.1956262","24.9365386"
6675,"Kulta-Kamari","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Koru- Ja kelloliikkeet","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6676,"Kultajousi","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Koru- Ja kelloliikkeet","Piispansilta 11,Espoo","60.1620733","24.7375304"
6677,"Kultajousi","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Koru- Ja kelloliikkeet","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
6680,"Kultajousi","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Koru- Ja kelloliikkeet","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6681,"Kultajousi","Kaivokatu 10",100,"Helsinki","Kluuvi",NA,"Koru- Ja kelloliikkeet","Kaivokatu 10,Helsinki","60.1701633","24.9394863"
6682,"Kultajousi","Kaivokatu 8",100,"Helsinki","Kluuvi",NA,"Koru- Ja kelloliikkeet","Kaivokatu 8,Helsinki","60.1700365","24.9415097"
6683,"Kultajousi","Itäkatu 7",930,"Helsinki","Itäkeskus",NA,"Koru- Ja kelloliikkeet","Itäkatu 7,Helsinki","60.2104564","25.0810679"
6684,"Kultajousi","Hansakuja 4",930,"Helsinki","Itäkeskus",NA,"Koru- Ja kelloliikkeet","Hansakuja 4,Helsinki","60.2089603","25.0824148"
6685,"Kultajousi","Simonkatu 2",100,"Helsinki","Kamppi",NA,"Koru- Ja kelloliikkeet","Simonkatu 2,Helsinki","60.1693852","24.9373032"
6686,"Kultajousi","Aleksanterinkatu 50",100,"Helsinki","Kluuvi",NA,"Koru- Ja kelloliikkeet","Aleksanterinkatu 50,Helsinki","60.1687294","24.9434411"
6687,"Kultajousi","Vuotie 45",980,"Helsinki","Keski-Vuosaari",NA,"Koru- Ja kelloliikkeet","Vuotie 45,Helsinki","60.2070072","25.1456118"
6749,"Kultajousi","Iskoskuja 3 C 88",1600,"Vantaa","Myyrmäki",NA,"Koru- Ja kelloliikkeet","Iskoskuja 3 C 88,Vantaa",NA,NA
6750,"Kultajousi","Vantaanportinkatu 3",1530,"Vantaa","Pakkala",NA,"Koru- Ja kelloliikkeet","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
6751,"Kultajousi","Asematie 4-10",1300,"Vantaa","Tikkurila",NA,"Koru- Ja kelloliikkeet","Asematie 4-10,Vantaa","60.2920259","25.0420625"
6752,"Kultajousi","Valimotie 9",1510,"Vantaa","Tammisto",NA,"Koru- Ja kelloliikkeet","Valimotie 9,Vantaa","60.2223276","24.87614"
6753,"Kultanuoli","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Koru- Ja kelloliikkeet","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6758,"Kumiluoti","Fleminginkatu 12",530,"Helsinki","Torkkelinmäki",NA,"Urheilukaupat","Fleminginkatu 12,Helsinki","60.1861264","24.9532497"
6777,"Kvik","Espoontie 25",2740,"Espoo","Karvasmäki",NA,"Sisustusliikkeet","Espoontie 25,Espoo","60.2197141","24.6644446"
6778,"Kvik","Kastelholmantie 2",900,"Helsinki","Itäkeskus",NA,"Sisustusliikkeet","Kastelholmantie 2,Helsinki","60.2140985","25.0807057"
6784,"Kvik","Valimotie 29",1510,"Vantaa","Pakkala",NA,"Sisustusliikkeet","Valimotie 29,Vantaa","60.2863217","24.9747724"
6798,"La Chica","Siltakatu 11",2770,"Espoo","Suvela",NA,"Kauneus ja terveys","Siltakatu 11,Espoo","60.2035124","24.6590606"
6799,"La Chica","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Kauneus ja terveys","Piispansilta 11,Espoo","60.1620733","24.7375304"
6800,"La Chica","Konstaapelinkatu 4",2650,"Espoo","Pohjois-Leppävaara",NA,"Kauneus ja terveys","Konstaapelinkatu 4,Espoo","60.2215398","24.8130236"
6801,"La Chica","Kauppamiehentie 1",2100,"Espoo","Tapiola",NA,"Kauneus ja terveys","Kauppamiehentie 1,Espoo","60.1765005","24.8019084685369"
6802,"La Chica","Vuorikatu 12",100,"Helsinki","Kluuvi",NA,"Kauneus ja terveys","Vuorikatu 12,Helsinki","60.1721661","24.9474444"
6803,"La Chica","Kaivokatu 8",100,"Helsinki","Kluuvi",NA,"Kauneus ja terveys","Kaivokatu 8,Helsinki","60.1700365","24.9415097"
6805,"La Chica","Iskoskuja 3 B 67",1600,"Vantaa","Myyrmäki",NA,"Kauneus ja terveys","Iskoskuja 3 B 67,Vantaa",NA,NA
6806,"La Chica","Unikkotie 5 A",1300,"Vantaa","Tikkurila",NA,"Kauneus ja terveys","Unikkotie 5 A,Vantaa","60.2927003","25.0403259"
6808,"Laajasalon apteekki","Yliskyläntie 3",840,"Helsinki","Yliskylä",NA,"Apteekit","Yliskyläntie 3,Helsinki","60.1801784","25.0529845"
6809,"Laajasalon kirjasto","Koulutanhua 2",99,"Helsinki","Yliskylä",NA,"Kirjastot","Koulutanhua 2,Helsinki","60.1784631","25.0549807870288"
6810,"Lääkärikeskus Forum","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Terveyskeskukset","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6815,"Laattapiste Kylpyhuoneet","Kurjenkellontie 14",2270,"Espoo","Hannus",NA,"Sisustusliikkeet","Kurjenkellontie 14,Espoo","60.159232","24.7015995376139"
6832,"Laattapiste Kylpyhuoneet","Mestarintie 5",1730,"Vantaa","Piispankylä",NA,"Sisustusliikkeet","Mestarintie 5,Vantaa","60.30542365","24.8509923521995"
6833,"Laatukoru","Espoonlahdenkatu 4",2320,"Espoo","Espoonlahti",NA,"Koru- Ja kelloliikkeet","Espoonlahdenkatu 4,Espoo","60.1493709","24.6548564"
6834,"Laatukoru","Leppävaarankatu 3-9",2600,"Espoo","Etelä-Leppävaara",NA,"Koru- Ja kelloliikkeet","Leppävaarankatu 3-9,Espoo","60.2188216","24.8128941"
6835,"Laatukoru","Piispansilta 11",2230,"Espoo","Matinkylä",NA,"Koru- Ja kelloliikkeet","Piispansilta 11,Espoo","60.1620733","24.7375304"
6836,"Laatukoru","Siltakatu 11",2770,"Espoo","Suvela",NA,"Koru- Ja kelloliikkeet","Siltakatu 11,Espoo","60.2035124","24.6590606"
6837,"Laatukoru","Itäkatu 1-5 A 48",930,"Helsinki","Itäkeskus",NA,"Koru- Ja kelloliikkeet","Itäkatu 1-5 A 48,Helsinki",NA,NA
6838,"Laatukoru","Pohjoisesplanadi 35",100,"Helsinki","Kaartinkaupunki",NA,"Koru- Ja kelloliikkeet","Pohjoisesplanadi 35,Helsinki","60.167835","24.9452303"
6844,"Laatukoru","Vantaanportinkatu 3",1510,"Vantaa","Pakkala",NA,"Koru- Ja kelloliikkeet","Vantaanportinkatu 3,Vantaa","60.2925143","24.9619895"
6846,"Lacoste","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Vaatekaupat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6854,"Lähivakuutus","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Vakuutuspalvelut","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6855,"Lahja & Sisustus Oliver","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Sisustusliikkeet","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6862,"Lamina Skate & Snowboard Shop","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Urheilukaupat","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6867,"Lankamaailma","Kylänvanhimmantie 29",640,"Helsinki","Patola",NA,"Tekstiilit","Kylänvanhimmantie 29,Helsinki","60.228493","24.9635345"
6875,"Länsi-Pasilan sivuapteekki","Pasilanraitio 3",240,"Helsinki","Länsi-Pasila",NA,"Apteekit","Pasilanraitio 3,Helsinki","60.1969035","24.9275091"
6878,"Länsimäen sivuapteekki","Kilpakuja 1",1280,"Vantaa","Länsimäki",NA,"Apteekit","Kilpakuja 1,Vantaa","60.243121","25.1117392"
6888,"Lapuan Kankurit myymälä Helsinki","Katariinankatu 1",170,"Helsinki","Kruununhaka",NA,"Tekstiilit","Katariinankatu 1,Helsinki","60.16821815","24.9537722579787"
6896,"Lassilan apteekki","Kaupintie 10",440,"Helsinki","Lassila",NA,"Apteekit","Kaupintie 10,Helsinki","60.2311289","24.8826446"
6897,"Lassin Retkiaitta","Mannerheimintie 20 A",100,"Helsinki","Kamppi",NA,"Vaatekaupat","Mannerheimintie 20 A,Helsinki","60.1916307","24.912036"
6898,"Lasten Piste","Urho Kekkosen katu 1",100,"Helsinki","Kamppi",NA,"Lastenliikkeet","Urho Kekkosen katu 1,Helsinki","60.1694465","24.932871"
6900,"Lastentarvike","Turunlinnantie 2 B",930,"Helsinki","Itäkeskus",NA,"Lastenliikkeet","Turunlinnantie 2 B,Helsinki","60.2138836","25.0849283"
6916,"Lastentarvike","Voimakuja 2",1510,"Vantaa","Tammisto",NA,"Lastenliikkeet","Voimakuja 2,Vantaa","60.2796435","24.9731429"
