"tyyppi","lat","lon","osoite","nimi"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Restaurant Camppi"
"Muut","60.1685618","24.937083","Yrjönkatu 29,Helsinki","Retkiaitta Forum"
"Muut","60.2832501","24.9735322","Nilsaksenpolku 2,Vantaa","Retkiaitta Tammisto"
"Kirjastot","60.166157","24.9464976","Rikhardinkatu 3,Helsinki","Rikhardinkadun kirjasto"
"Autoliikkeet","60.1835669","24.9437991","Toinen Linja 27,Helsinki","Rinta-Jouppi"
"Muut","60.2796621","24.7582871","Läntinen teollisuuskatu 18,Espoo","Rintapumppu.fi"
"Kahvilat","60.1620733","24.7375304","Piispansilta 11,Espoo","Robert's Coffee"
"Kahvilat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Robert's Coffee"
"Kahvilat","60.1778492","24.804075","Kulttuuriaukio 2,Espoo","Robert's Coffee"
"Kahvilat","60.1682014","24.9307903","Kampinkuja 2,Helsinki","Robert's Coffee"
"Kahvilat","60.2023667","24.9679041","Hämeentie 109-111,Helsinki","Robert's Coffee"
"Kahvilat","60.1607735","24.9587213","Olympiaranta 1,Helsinki","Robert's Coffee"
"Kahvilat","60.1689009","24.9416187","Aleksanterinkatu 21,Helsinki","Robert's Coffee"
"Kahvilat","60.1681157","24.9421009","Aleksanterinkatu 52,Helsinki","Robert's Coffee"
"Kahvilat","60.1707783","24.9473293","Kluuvikatu 7,Helsinki","Robert's Coffee"
"Kahvilat","60.2104564","25.0810679","Itäkatu 7,Helsinki","Robert's Coffee"
"Kahvilat","60.1639672","24.9165154","Itämerenkatu 11,Helsinki","Robert's Coffee"
"Kahvilat","60.1692031","24.9581519","Aleksanterinkatu 52 A,Helsinki","Robert's Coffee"
"Kahvilat","60.1692031","24.9581519","Aleksanterinkatu 23,Helsinki","Robert's Coffee"
"Kahvilat","60.1710739","24.9468593","Kaisaniemenkatu 3,Helsinki","Robert's Coffee"
"Kahvilat","60.2092277","25.0763207","Itäkatu 1 C,Helsinki","Robert's Coffee"
"Kahvilat","60.1688699","24.9633913","Kanavaranta 4,Helsinki","Robert's Coffee"
"Kahvilat","60.1634551","24.930574","Lönnrotinkatu 34,Helsinki","Robert's Coffee"
"Kahvilat","60.1713198","24.9414566","Rautatieasema,Helsinki","Robert's Coffee"
"Kahvilat","60.1985716","24.9343517","Ratapihantie 6,Helsinki","Robert's Coffee"
"Kahvilat","60.1916307","24.912036","Mannerheimintie 20 B,Helsinki","Robert's Coffee"
"Kahvilat","60.1787637","24.9241589","Sandelsinkatu 1,Helsinki","Robert's Coffee"
"Kahvilat","60.2926671","24.9646104","Valuuttakatu 3,Vantaa","Robert's Coffee"
"Kahvilat","60.2904181","24.9701397","Tasetie 8,Vantaa","Robert's Coffee"
"Kirjastot","60.1949711","25.0512848","Roihuvuorentie 2,Helsinki","Roihuvuoren kirjasto"
"Koru- Ja kelloliikkeet","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","RoosTime"
"Ravintolat","60.18033635","24.9488999941326","Siltasaarenkatu 18-20,Helsinki","Rosso"
"Ravintolat","60.2898374","25.0357499","Kielotie 12-14,Vantaa","Rosso"
"Pizzeriat","60.21360305","25.0880133121173","Vanhanlinnantie 1,Helsinki","Rosso Express"
"Pizzeriat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Rosso Express"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Royal Society"
"Apteekit","60.176018","24.9217712","Runeberginkatu 32,Helsinki","Runebergin apteekki"
"Apteekit","60.1636203","24.9119067","Itämerenkatu 21,Helsinki","Ruoholahden apteekki"
"Apteekit","60.1631923","24.9081937","Itämerenkatu 21 C 20,Helsinki","Ruoholahden apteekki"
"Kirjastot","60.1624121","24.9192977165935","Santakatu 6,Helsinki","Ruoholahden lastenkirjasto"
"Luontaistuotekaupat","60.1701542","24.9335482","Salomonkatu 5,Helsinki","Ruohonjuuri"
"Luontaistuotekaupat","60.2109967","25.0828451","Itäkatu 5,Helsinki","Ruohonjuuri"
"Luontaistuotekaupat","60.1799381","24.9536205","Sörnäisten Rantatie 5,Helsinki","Ruohonjuuri"
"Luontaistuotekaupat","60.1696396","24.9425988","Keskuskatu 6,Helsinki","Ruohonjuuri"
"Ravintolat","60.165633","24.9439832","Erottajankatu 15-17,Helsinki","Rymy-Eetu"
"Ruokakaupat","60.182852","24.7912741","Kalevalantie 3,Espoo","S-market"
"Ruokakaupat","60.18104735","24.6789821473487","Malminkorpi 1,Espoo","S-market"
"Ruokakaupat","60.2414761","24.738987","Lähderanta 1,Espoo","S-market"
"Ruokakaupat","60.2663372","24.7357437","Juvankartanontie 33,Espoo","S-market"
"Ruokakaupat","60.2037298","24.6606077","Siltakatu 13,Espoo","S-market"
"Ruokakaupat","60.1630018","24.7761933","Ukkohauentie 11-13,Espoo","S-market"
"Ruokakaupat","60.1529916","24.6561923","Kivenlahdentie 9,Espoo","S-market"
"Ruokakaupat","60.1724645","24.7264251","Kuunkatu 3,Espoo","S-market"
"Ruokakaupat","60.1802954","24.9512671","Hämeentie 111,Helsinki","S-market"
"Ruokakaupat","60.1613526","24.9302493","Hietalahdenranta 7,Helsinki","S-market"
"Ruokakaupat","60.2070072","25.1456118","Vuotie 45,Helsinki","S-market"
"Ruokakaupat","60.1773762","24.9500078","Siltasaarenkatu 6-10,Helsinki","S-market"
"Ruokakaupat","60.1932999","25.0318905","Hitsaajankatu 16,Helsinki","S-market"
"Ruokakaupat","60.2092277","25.0763207","Itäkatu 7 E 45,Helsinki","S-market"
"Ruokakaupat","60.1650065","24.9482105","Kasarmikatu 19,Helsinki","S-market"
"Ruokakaupat","60.24572105","24.846620988674","Hankasuontie 1,Helsinki","S-market"
"Ruokakaupat","60.2373006","25.0848435","Ostostie 4,Helsinki","S-market"
"Ruokakaupat","60.2512527","25.008269","Kirkonkyläntie 34,Helsinki","S-market"
"Ruokakaupat","60.2039783","25.118781","Meri-Rastilankuja 2,Helsinki","S-market"
"Ruokakaupat","60.2060944","24.8782475","Raumantie 1,Helsinki","S-market"
"Ruokakaupat","60.2394056","24.9290282","Pakilantie 61,Helsinki","S-market"
"Ruokakaupat","60.2341605","25.0109858","Meripihkatie 3,Helsinki","S-market"
"Ruokakaupat","60.2175926","24.8697337","Takomotie 33,Helsinki","S-market"
"Ruokakaupat",NA,NA,"Itämerentori 2,Helsinki","S-market"
"Ruokakaupat","60.1916307","24.912036","Mannerheimintie 9,Helsinki","S-market"
"Ruokakaupat","60.2583133","24.9442341","Torpparinmäentie 1 A,Helsinki","S-market"
"Ruokakaupat","60.1877662","24.9596309","Helsinginkatu 1,Helsinki","S-market"
"Ruokakaupat","60.1956262","24.9365386","Aleksis Kiven katu 11,Helsinki","S-market"
"Ruokakaupat","60.18033635","24.9488999941326","Siltasaarenkatu 18-20,Helsinki","S-market"
"Ruokakaupat","60.2226109","25.1350328","Mustalahdentie 10,Helsinki","S-market"
"Ruokakaupat","60.2244486","25.0739323","Kiviparintie 2,Helsinki","S-market"
"Ruokakaupat","60.2302187","24.8827493","Kaupintie 14,Helsinki","S-market"
"Ruokakaupat","60.2539757","25.0706935","Jakomäentie 2 A,Helsinki","S-market"
"Ruokakaupat","60.1534475","24.8802634","Itälahdenkatu 27,Helsinki","S-market"
"Ruokakaupat","60.29102905","25.1079999169554","Metsäpurontie 4,Helsinki","S-market"
"Ruokakaupat","60.2136126","24.7217905","Asematie 1,Kauniainen","S-market"
"Ruokakaupat","60.2097836","24.729884","Kauniaistentie 7,Kauniainen","S-market"
"Ruokakaupat","60.262741","24.8705524233692","Ukonkivenpolku 11,Vantaa","S-Market"
"Ruokakaupat","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","S-market"
"Ruokakaupat","60.2799644","25.1096945","Kannuskuja 2,Vantaa","S-market"
"Ruokakaupat","60.3231514","25.0559617","Niinikuja 2,Vantaa","S-market"
"Ruokakaupat","60.3488912","25.0752592","Maakotkantie 19,Vantaa","S-market"
"Ruokakaupat","60.3510078","25.0795025","Metsolantie 2,Vantaa","S-market"
"Ruokakaupat","60.26287525","24.8527719265113","Liesitori 1,Vantaa","S-market"
"Ruokakaupat","60.182852","24.7912741","Kalevalantie 3,Espoo","S-market"
"Ruokakaupat","60.18104735","24.6789821473487","Malminkorpi 1,Espoo","S-market"
"Ruokakaupat","60.2414761","24.738987","Lähderanta 1,Espoo","S-market"
"Ruokakaupat","60.2663372","24.7357437","Juvankartanontie 33,Espoo","S-market"
"Ruokakaupat","60.2037298","24.6606077","Siltakatu 13,Espoo","S-market"
"Ruokakaupat","60.1630018","24.7761933","Ukkohauentie 11-13,Espoo","S-market"
"Ruokakaupat","60.1529916","24.6561923","Kivenlahdentie 9,Espoo","S-market"
"Ruokakaupat","60.1724645","24.7264251","Kuunkatu 3,Espoo","S-market"
"Ruokakaupat","60.1802954","24.9512671","Hämeentie 111,Helsinki","S-market"
"Ruokakaupat","60.1613526","24.9302493","Hietalahdenranta 7,Helsinki","S-market"
"Ruokakaupat","60.2070072","25.1456118","Vuotie 45,Helsinki","S-market"
"Ruokakaupat","60.1773762","24.9500078","Siltasaarenkatu 6-10,Helsinki","S-market"
"Ruokakaupat","60.1932999","25.0318905","Hitsaajankatu 16,Helsinki","S-market"
"Ruokakaupat","60.2092277","25.0763207","Itäkatu 7 E 45,Helsinki","S-market"
"Ruokakaupat","60.1650065","24.9482105","Kasarmikatu 19,Helsinki","S-market"
"Ruokakaupat","60.24572105","24.846620988674","Hankasuontie 1,Helsinki","S-market"
"Ruokakaupat","60.2373006","25.0848435","Ostostie 4,Helsinki","S-market"
"Ruokakaupat","60.2512527","25.008269","Kirkonkyläntie 34,Helsinki","S-market"
"Ruokakaupat","60.2039783","25.118781","Meri-Rastilankuja 2,Helsinki","S-market"
"Ruokakaupat","60.2060944","24.8782475","Raumantie 1,Helsinki","S-market"
"Ruokakaupat","60.2394056","24.9290282","Pakilantie 61,Helsinki","S-market"
"Ruokakaupat","60.2341605","25.0109858","Meripihkatie 3,Helsinki","S-market"
"Ruokakaupat","60.2175926","24.8697337","Takomotie 33,Helsinki","S-market"
"Ruokakaupat",NA,NA,"Itämerentori 2,Helsinki","S-market"
"Ruokakaupat","60.1916307","24.912036","Mannerheimintie 9,Helsinki","S-market"
"Ruokakaupat","60.2583133","24.9442341","Torpparinmäentie 1 A,Helsinki","S-market"
"Ruokakaupat","60.1877662","24.9596309","Helsinginkatu 1,Helsinki","S-market"
"Ruokakaupat","60.1956262","24.9365386","Aleksis Kiven katu 11,Helsinki","S-market"
"Ruokakaupat","60.18033635","24.9488999941326","Siltasaarenkatu 18-20,Helsinki","S-market"
"Ruokakaupat","60.2226109","25.1350328","Mustalahdentie 10,Helsinki","S-market"
"Ruokakaupat","60.2244486","25.0739323","Kiviparintie 2,Helsinki","S-market"
"Ruokakaupat","60.2302187","24.8827493","Kaupintie 14,Helsinki","S-market"
"Ruokakaupat","60.2539757","25.0706935","Jakomäentie 2 A,Helsinki","S-market"
"Ruokakaupat","60.1534475","24.8802634","Itälahdenkatu 27,Helsinki","S-market"
"Ruokakaupat","60.29102905","25.1079999169554","Metsäpurontie 4,Helsinki","S-market"
"Ruokakaupat","60.2136126","24.7217905","Asematie 1,Kauniainen","S-market"
"Ruokakaupat","60.2097836","24.729884","Kauniaistentie 7,Kauniainen","S-market"
"Ruokakaupat","60.262741","24.8705524233692","Ukonkivenpolku 11,Vantaa","S-Market"
"Ruokakaupat","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","S-market"
"Ruokakaupat","60.2799644","25.1096945","Kannuskuja 2,Vantaa","S-market"
"Ruokakaupat","60.3231514","25.0559617","Niinikuja 2,Vantaa","S-market"
"Ruokakaupat","60.3488912","25.0752592","Maakotkantie 19,Vantaa","S-market"
"Ruokakaupat","60.3510078","25.0795025","Metsolantie 2,Vantaa","S-market"
"Ruokakaupat","60.26287525","24.8527719265113","Liesitori 1,Vantaa","S-market"
"Sekatavarakaupat","60.1828064","24.95277","Porthaninkatu 9,Helsinki","Saiturinpörssi"
"Sekatavarakaupat","60.2356175","25.0819142","Keinulaudankuja 4,Helsinki","Saiturinpörssi"
"Sekatavarakaupat","60.2484315","25.009488","Latokartanontie 5,Helsinki","Saiturinpörssi"
"Sekatavarakaupat","60.209656","25.0852176","Kauppakartanonkatu 3,Helsinki","Saiturinpörssi"
"Sekatavarakaupat","60.3231514","25.0559617","Niinikuja 2,Vantaa","Saiturinpörssi"
"Parturit ja kampaamot","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Salon Choice"
"Parturit ja kampaamot","60.1631607","24.91371","Itämerenkatu 16,Helsinki","Salon Choice"
"Parturit ja kampaamot","60.1543398","24.8813145","Melkonkatu 14 B,Helsinki","Salon Choice"
"Matkapuhelimet","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Saunalahti"
"Sekatavarakaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Savanni Fashion"
"Pikaruokalat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Scanburger"
"Hotellit","60.2116832","24.7632806","Nihtisillantie 1,Espoo","Scandic"
"Hotellit","60.1789448","24.9279602","Mannerheimintie 46,Helsinki","Scandic"
"Hotellit","60.1658712","24.9646153","Katajanokanlaituri 7,Helsinki","Scandic"
"Hotellit","60.1675939","24.9413605","Mannerheimintie 10,Helsinki","Scandic"
"Hotellit","60.1786021","24.947888","Paasivuorenkatu 5 B,Helsinki","Scandic"
"Hotellit","60.1690976","24.9349238","Simonkatu 9,Helsinki","Scandic"
"Urheilukaupat","60.1685618","24.937083","Yrjönkatu 29,Helsinki","Scandinavian Outdoor"
"Urheilukaupat","60.2832501","24.9735322","Nilsaksenpolku 2,Vantaa","Scandinavian Outdoor"
"Jäätelöbaarit","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Scoop In"
"Ravintolat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Seger's Indian Deli"
"Erotiikkamyymälät","60.1880946","24.9611128","Vaasanpolku 3,Helsinki","SEKSIPISTE"
"Apteekit","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Sellon Apteekki"
"Urheilukaupat","60.21670025","24.8127260949952","Alberganesplanadi 2,Espoo","Sellon Pyörä"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Seppälä"
"Vaatekaupat","60.2036614","24.6582779","Valakuja 10,Espoo","Seppälä"
"Vaatekaupat","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Seppälä"
"Vaatekaupat","60.1764717","24.8043191","Länsituulentie 3,Espoo","Seppälä"
"Vaatekaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","Seppälä"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Seppälä"
"Vaatekaupat","60.16951905","24.94285639283","Keskuskatu 1 B,Helsinki","Seppälä"
"Vaatekaupat",NA,NA,"Itäkatu 7 E 41,Helsinki","Seppälä"
"Vaatekaupat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Seppälä"
"Vaatekaupat","60.2587794","25.0390021","Malminkaari 13-19,Helsinki","Seppälä"
"Vaatekaupat","60.2070072","25.1456118","Vuotie 45,Helsinki","Seppälä"
"Vaatekaupat","60.2023667","24.9679041","Hämeentie 109-111,Helsinki","Seppälä"
"Vaatekaupat","60.1791173","24.9495629","Siltasaarenkatu 14,Helsinki","Seppälä"
"Vaatekaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Seppälä"
"Vaatekaupat","60.2244486","25.0739323","Kiviparintie 2,Helsinki","Seppälä"
"Vaatekaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Seppälä"
"Vaatekaupat","60.2926266","25.0418905","Asematie 4,Vantaa","Seppälä"
"Vaatekaupat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Seppälä"
"Vaatekaupat","60.32445005","25.0578136013667","Ojalehdonkuja 1,Vantaa","Seppälä"
"Sisustusliikkeet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Seven Art"
"Sisustusliikkeet","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Seven Art"
"Sisustusliikkeet","60.1661298","24.9414259","Yrjönkatu 27-29,Helsinki","Seven Art"
"Sisustusliikkeet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Seven Art"
"Parturit ja kampaamot","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Seventh Forum Parturi-kampaamo"
"Ravintolat","60.1987183","24.9256824","Maistraatinportti 3,Helsinki","Sevilla"
"Ravintolat","60.1703772","24.9304535","Eteläinen Rautatiekatu 4,Helsinki","Sevilla"
"Ravintolat","60.2906178","25.0416459","Hertaksentie 2,Vantaa","Sevilla"
"Huoltoasemat","60.3080327","24.9981834","Tuusulantie 10,Vantaa","Shell Ruskeasanta"
"Huoltoasemat","60.2551331","24.8275939","Torpantie 4,Vantaa","Shell Vantaa Rajtorppa"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Silkki Center"
"Optikot","60.1663462","24.7327114","Komeetankatu 2,Espoo","Silmäasema"
"Optikot","60.2035124","24.6590606","Siltakatu 11,Espoo","Silmäasema"
"Optikot","60.2179583","24.808783428947","Viaporintori,Espoo","Silmäasema"
"Optikot",NA,NA,"Tapiontori 3 B,Espoo","Silmäasema"
"Optikot","60.2170114","24.8093057","Leppävaarankatu 5 B,Espoo","Silmäasema"
"Optikot","60.18033635","24.9488999941326","Siltasaarenkatu 18-20,Helsinki","Silmäasema"
"Optikot","60.1701633","24.9394863","Kaivokatu 10,Helsinki","Silmäasema"
"Optikot","60.1690976","24.9349238","Simonkatu 9,Helsinki","Silmäasema"
"Optikot","60.1626859","24.9323283","Bulevardi 2-4 A,Helsinki","Silmäasema"
"Optikot","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Silmäasema"
"Optikot","60.227476","25.00945","Viikintori 3,Helsinki","Silmäasema"
"Optikot","60.2023667","24.9679041","Hämeentie 109-111,Helsinki","Silmäasema"
"Optikot",NA,NA,"Keskuskatu 6 E 6,Helsinki","Silmäasema"
"Optikot","60.2070072","25.1456118","Vuotie 45,Helsinki","Silmäasema"
"Optikot","60.29332145","25.0370876104249","Tikkuraitti 16,Vantaa","Silmäasema"
"Optikot","60.2636058","24.8564811","Jönsaksentie 6 A,Vantaa","Silmäasema"
"Optikot","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Silmälasikeskus"
"Apteekit","60.2746129","24.9898794","Jousimiehentie 3,Helsinki","Siltamäen apteekki"
"","60.167835","24.9452303","Pohjoisesplanadi 35,Helsinki","SiluettiSpa"
"Apteekit","60.3095072","25.0310799","Leinikkitie 20,Vantaa","Simonkylän apteekki"
"Askartelukaupat","60.2035124","24.6590606","Siltakatu 11,Espoo","Sinelli"
"Askartelukaupat","60.1687353","24.9359406","Simonkatu 10,Helsinki","Sinelli"
"Askartelukaupat","60.1687552","24.936205","Yrjönkatu 38,Helsinki","Sinelli"
"Askartelukaupat","60.2092277","25.0763207","Itäkatu 1-7,Helsinki","Sinelli"
"Askartelukaupat","60.2739362","24.81003","Martinkyläntie 63,Vantaa","Sinelli"
"Askartelukaupat","60.2925135","24.961879","Vantaanportinkatu 7,Vantaa","Sinelli"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Singapore Hot Wok"
"Askartelukaupat","60.2599003","24.8518717","Iskoskuja 3 A 5,Vantaa","Sinooperi"
"Luontaistuotekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Sinun Kaupat"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Sirus"
"Sisustusliikkeet","60.1589357","24.6928194","Martinsillantie 10,Espoo","Sisustamo Dete"
"Ruokakaupat","60.1556637","24.7454758","Joosepinkuja 1,Espoo","Siwa"
"Ruokakaupat","60.153967","24.7417398994858","Leenankuja 4,Espoo","Siwa"
"Ruokakaupat","60.2288993","24.8144279","Lintuvaarantie 33,Espoo","Siwa"
"Ruokakaupat","60.1870549","24.7966499","Louhentie 14,Espoo","Siwa"
"Ruokakaupat","60.18803695","24.7430027879182","Suurpellon Puistokatu 19,Espoo","Siwa"
"Ruokakaupat","60.2037935","25.1487446","Aurinkolahden Puistotie 2,Helsinki","Siwa"
"Ruokakaupat","60.2460996","24.9921722","Eskolantie 12-14,Helsinki","Siwa"
"Ruokakaupat","60.1677893","25.0462493","Gunillantie 8,Helsinki","Siwa"
"Ruokakaupat","60.2120457","24.9784919","Hämeentie 155,Helsinki","Siwa"
"Ruokakaupat","60.1855903","24.9605006458495","Hämeentie 42,Helsinki","Siwa"
"Ruokakaupat","60.2154356","24.898523","Kauppalantie 23,Helsinki","Siwa"
"Ruokakaupat","60.2293177","25.0727537","Kurjenkellonkuja 2,Helsinki","Siwa"
"Ruokakaupat","60.183258","24.9241597","Mannerheimintie 70,Helsinki","Siwa"
"Ruokakaupat","60.1731577","24.9199024","Mechelininkatu 19,Helsinki","Siwa"
"Ruokakaupat","60.2493763","24.9412591","Paloheinäntie 22,Helsinki","Siwa"
"Ruokakaupat","60.2182828","24.8552732","Pajamäentie 14,Helsinki","Siwa"
"Ruokakaupat","60.1571191","24.9475769644711","Pietarinkatu 12,Helsinki","Siwa"
"Ruokakaupat","60.25202775","24.8567273199198","Pihkatie 6,Helsinki","Siwa"
"Ruokakaupat","60.1908911","24.9448473","Porvoonkatu 19,Helsinki","Siwa"
"Ruokakaupat","60.2010187","24.92167","Rahakamarinkatu 1,Helsinki","Siwa"
"Ruokakaupat","60.2394362","25.1043198","Rekipellontie 2,Helsinki","Siwa"
"Ruokakaupat","60.176018","24.9217712","Runeberginkatu 32,Helsinki","Siwa"
"Ruokakaupat","60.2399973","24.9940518","Savelantie 11,Helsinki","Siwa"
"Ruokakaupat","60.2122729","25.0381602","Siilitie 11,Helsinki","Siwa"
"Ruokakaupat","60.2068899","25.0413665","Siilitie 6,Helsinki","Siwa"
"Ruokakaupat","60.2182716","24.8991237","Tunnelitie 10,Helsinki","Siwa"
"Ruokakaupat","60.21026","24.8890584","Vihdintie 7,Helsinki","Siwa"
"Ruokakaupat","60.1850684","24.9442356","Wallininkuja 7,Helsinki","Siwa"
"Ruokakaupat","60.2418736","24.9591772099894","Yhdyskunnantie 22,Helsinki","Siwa"
"Ruokakaupat","60.1642108","24.9261698","Eerikinkatu 39,Helsinki","Siwa"
"Ruokakaupat","60.1853394","24.9534825","Franzeninkatu 22,Helsinki","Siwa"
"Ruokakaupat","60.1570174","24.8685557","Isokaari 9,Helsinki","Siwa"
"Ruokakaupat","60.22966255","24.9526901266119","Kivalterintie 21,Helsinki","Siwa"
"Ruokakaupat","60.1742005","24.9533177","Liisankatu 21,Helsinki","Siwa"
"Ruokakaupat","60.1916307","24.912036","Mannerheimintie 152,Helsinki","Siwa"
"Ruokakaupat","60.1925857","24.9055156","Pihlajatie 12-14,Helsinki","Siwa"
"Ruokakaupat","60.198978","25.0589513","Untuvaisentie 2,Helsinki","Siwa"
"Ruokakaupat","60.2509793","25.1739488","Kraputie 2,Helsinki","Siwa"
"Ruokakaupat","60.2235837","25.0595398","Myllypurontie 22,Helsinki","Siwa"
"Ruokakaupat","60.2325279","25.0473032","Von Daehnin katu 1,Helsinki","Siwa"
"Ruokakaupat","60.1581072","24.9427678","Tehtaankatu 1 A,Helsinki","Siwa"
"Ruokakaupat","60.1656379","24.9367563","Lönnrotinkatu 12,Helsinki","Siwa"
"Ruokakaupat","60.1457064","24.9888603","Suomenlinna C 6,Helsinki","Siwa"
"Ruokakaupat","60.1847738","24.9805437","Junonkatu 2 D,Helsinki","Siwa"
"Ruokakaupat","60.2463462","25.1150379","Suunnistajankuja 2,Vantaa","Siwa"
"Ruokakaupat","60.2732295","25.1033268","Heporinne 3,Vantaa","Siwa"
"Ruokakaupat","60.3312619","24.8621381679254","Kannistontie 1,Vantaa","Siwa"
"Ruokakaupat","60.2564903","24.8054086","Mantelikuja 1,Vantaa","Siwa"
"Ruokakaupat","60.2703234","24.8529501","Patotie 2,Vantaa","Siwa"
"Ruokakaupat","60.3075825","25.0219033","Simonkalliontie 2,Vantaa","Siwa"
"Ruokakaupat","60.313288","25.0350651","Uusiniityntie 7,Vantaa","Siwa"
"Ruokakaupat","60.3407773","25.0952320005011","Venuksentie 2,Vantaa","Siwa"
"Ruokakaupat","60.3547665","25.049859","Riskiläkuja 2 A,Vantaa","Siwa"
"Ruokakaupat","60.3451541","25.0608167","Kulomäki,Vantaa","Siwa"
"Kenkäkaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Skuutio"
"Leipomot","60.168236","24.95501","Helenankatu 2,Helsinki","Sokerileipuri Suominen - Kahvila ja Kakkupuoti"
"Sekatavarakaupat","60.1916307","24.912036","Mannerheimintie 9,Helsinki","Sokos"
"Sekatavarakaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Sokos"
"Hotellit","60.17728965","24.8072573427494","Tapionaukio 3,Espoo","Sokos Hotel"
"Hotellit","60.162759","24.9354623","Albertinkatu 30,Helsinki","Sokos Hotel"
"Hotellit","60.1642324","24.9331457","Albertinkatu 34,Helsinki","Sokos Hotel"
"Hotellit","60.1707783","24.9473293","Kluuvikatu 8,Helsinki","Sokos Hotel"
"Hotellit","60.1987183","24.9256824","Maistraatinportti 3,Helsinki","Sokos Hotel"
"Hotellit","60.1703772","24.9304535","Eteläinen Rautatiekatu 4,Helsinki","Sokos Hotel"
"Hotellit","60.1678533","24.938546","Yrjönkatu 26,Helsinki","Sokos Hotel"
"Hotellit","60.1703935","24.939521","Asema-Aukio 2,Helsinki","Sokos Hotel"
"Hotellit","60.2904181","24.9701397","Tasetie 8,Vantaa","Sokos Hotel"
"Hotellit","60.2906178","25.0416459","Hertaksentie 2,Vantaa","Sokos Hotel"
"Pesulat","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Sol Pesulapalvelut"
"Pesulat","60.1620733","24.7375304","Piispansilta 11,Espoo","Sol Pesulapalvelut"
"Pesulat","60.1619911","24.7859342","Toppelundinportti 3,Espoo","Sol Pesulapalvelut"
"Pesulat","60.2179583","24.808783428947","Viaporintori,Espoo","Sol Pesulapalvelut"
"Pesulat","60.2395581","24.7404911","Lähderannantie 22,Espoo","Sol Pesulapalvelut"
"Pesulat",NA,NA,"Tapiontori 1,Espoo","Sol Pesulapalvelut"
"Pesulat","60.1887742","24.9517859","Porvoonkatu 3,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.2128894","24.8981207","Kauppalantie 26,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.18033635","24.9488999941326","Siltasaarenkatu 18,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.209656","25.0852176","Kauppakartanonkatu 3,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.1681157","24.9421009","Aleksanterinkatu 52,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.2373006","25.0848435","Ostostie 4,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.1707378","24.9564004","Mariankatu 10,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.16042515","24.8855014","Lauttasaarentie 18,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.2506415","25.0125615","Ala-Malmin tori 4,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.1982042","24.8754414","Laajalahdentie 18,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.2060944","24.8782475","Raumantie 1,Helsinki","Sol Pesulapalvelut"
"Pesulat","60.2299412","24.9648076","Siltavoudintie 4,Helsinki","Sol Pesulapalvelut"
