"Vuosi","Postinumero","Keskiarvo","Lukumäärä"
2007,"48410",1183,16
2007,"48600",1166,134
2007,"48700",1005,80
2007,"48710",NA,1
2007,"48720",NA,1
2007,"48750",NA,NA
2007,"48770",1171,22
2007,"48800",1443,17
2007,"48810",1097,6
2007,"48900",887,33
2007,"48910",1088,13
2007,"49210",1385,20
2007,"49220",1245,8
2007,"49270",NA,3
2007,"49400",1315,124
2007,"49410",1114,25
2007,"49420",1142,26
2007,"49460",917,18
2007,"49490",1129,17
2007,"49510",798,14
2007,"49700",NA,2
2007,"49730",NA,NA
2007,"49860",NA,NA
2007,"49900",1035,12
2007,"49980",NA,NA
2007,"50100",1690,334
2007,"50120",1289,39
2007,"50130",1507,37
2007,"50150",NA,NA
2007,"50160",1121,71
2007,"50170",1654,69
2007,"50180",NA,3
2007,"50190",1724,66
2007,"50500",1517,22
2007,"50520",NA,4
2007,"50600",1518,62
2007,"50670",1547,11
2007,"50970",NA,NA
2007,"51200",974,61
2007,"51600",883,8
2007,"51900",986,42
2007,"52100",NA,4
2007,"52200",892,16
2007,"52230",NA,1
2007,"52300",1126,24
2007,"52320",NA,2
2007,"52420",NA,2
2007,"52520",NA,1
2007,"52550",1028,11
2007,"52610",NA,NA
2007,"52700",862,62
2007,"52720",NA,NA
2007,"52830",NA,4
2007,"53100",1947,345
2007,"53130",NA,2
2007,"53200",1427,15
2007,"53300",1268,83
2007,"53400",NA,1
2007,"53420",NA,NA
2007,"53500",1461,16
2007,"53600",1688,42
2007,"53650",NA,5
2007,"53810",1320,92
2007,"53850",1357,105
2007,"53900",1940,77
2007,"53920",1267,87
2007,"53950",1180,27
2007,"54100",1153,43
2007,"54110",1460,9
2007,"54120",NA,2
2007,"54410",839,7
2007,"54500",942,28
2007,"54510",NA,NA
2007,"54530",NA,3
2007,"54710",NA,4
2007,"54770",NA,1
2007,"54800",1013,10
2007,"54820",NA,NA
2007,"54850",1162,7
2007,"54915",1426,18
2007,"54920",1572,7
2007,"54950",NA,NA
2007,"54960",NA,1
2007,"55100",1246,146
2007,"55120",1087,49
2007,"55300",974,13
2007,"55320",979,8
2007,"55330",NA,NA
2007,"55400",NA,4
2007,"55420",1346,9
2007,"55510",744,33
2007,"55610",835,40
2007,"55700",1040,9
2007,"55800",916,49
2007,"55910",647,17
2007,"56100",1127,24
2007,"56120",NA,1
2007,"56610",NA,1
2007,"56710",NA,NA
2007,"56730",NA,NA
2007,"56800",704,9
2007,"57100",1334,134
2007,"57120",NA,NA
2007,"57130",1447,67
2007,"57170",1131,61
2007,"57200",1160,51
2007,"57210",983,59
2007,"57220",758,19
2007,"57230",826,45
2007,"57510",1068,7
2007,"57600",1123,15
2007,"57710",1133,28
2007,"58175",NA,5
2007,"58200",924,28
2007,"58220",NA,2
2007,"58300",645,7
2007,"58410",NA,2
2007,"58450",NA,1
2007,"58500",943,6
2007,"58550",NA,1
2007,"58620",NA,NA
2007,"58700",694,11
2007,"58900",776,21
2007,"58910",NA,NA
2007,"59100",1019,7
2007,"59310",NA,1
2007,"59510",NA,1
2007,"59720",NA,NA
2007,"59730",NA,NA
2007,"59800",630,12
2007,"60100",1365,171
2007,"60120",1287,43
2007,"60150",1139,43
2007,"60200",1485,151
2007,"60220",1272,35
2007,"60320",1367,100
2007,"60420",NA,NA
2007,"60510",1472,130
2007,"60550",1001,17
2007,"60560",NA,NA
2007,"60720",939,6
2007,"60760",NA,NA
2007,"60800",1170,38
2007,"61100",895,6
2007,"61280",NA,NA
2007,"61300",1001,42
2007,"61330",NA,4
2007,"61400",807,7
2007,"61470",NA,1
2007,"61500",700,11
2007,"61520",NA,NA
2007,"61600",735,30
2007,"61720",NA,NA
2007,"61800",992,80
2007,"61840",NA,NA
2007,"61850",NA,NA
2007,"61980",NA,3
2007,"62100",1176,74
2007,"62190",NA,NA
2007,"62200",888,28
2007,"62300",836,12
2007,"62310",NA,NA
2007,"62370",NA,NA
2007,"62375",900,7
2007,"62420",NA,3
2007,"62500",NA,5
2007,"62510",NA,NA
2007,"62600",1006,7
2007,"62800",NA,4
2007,"62830",NA,1
2007,"62900",1023,17
2007,"63100",859,6
2007,"63130",NA,1
2007,"63300",1012,49
2007,"63350",NA,NA
2007,"63400",NA,4
2007,"63410",NA,NA
2007,"63500",NA,4
2007,"63510",NA,NA
2007,"63600",NA,3
2007,"63610",1216,8
2007,"63680",NA,1
2007,"63700",964,42
2007,"63780",NA,NA
2007,"63800",728,10
2007,"63900",NA,NA
2007,"63920",NA,NA
2007,"64100",684,21
2007,"64140",NA,NA
2007,"64200",867,20
2007,"64220",NA,1
2007,"64230",NA,5
2007,"64240",NA,NA
2007,"64250",NA,NA
2007,"64260",510,9
2007,"64300",NA,1
2007,"64350",NA,5
2007,"64370",NA,NA
2007,"64510",NA,1
2007,"64530",NA,2
2007,"64550",NA,2
2007,"64610",NA,3
2007,"64700",577,20
2007,"64740",NA,NA
2007,"64760",NA,NA
2007,"64770",NA,NA
2007,"64820",NA,NA
2007,"64900",666,8
2007,"65100",1681,447
2007,"65170",NA,2
2007,"65200",1503,121
2007,"65230",1227,46
2007,"65280",1603,99
2007,"65300",1344,18
2007,"65320",1305,77
2007,"65350",1146,71
2007,"65370",911,49
2007,"65380",1204,32
2007,"65410",NA,2
2007,"65450",NA,2
2007,"65460",NA,NA
2007,"65480",NA,NA
2007,"65520",1507,12
2007,"65610",1311,82
2007,"65630",1394,6
2007,"65650",NA,NA
2007,"65710",NA,1
2007,"65730",NA,1
2007,"65800",NA,1
2007,"66100",NA,5
2007,"66140",901,6
2007,"66160",NA,NA
2007,"66200",NA,NA
2007,"66210",NA,1
2007,"66240",NA,1
2007,"66270",NA,4
2007,"66280",NA,NA
2007,"66290",NA,NA
2007,"66295",NA,2
2007,"66300",NA,4
2007,"66360",NA,NA
2007,"66400",1012,49
2007,"66430",NA,NA
2007,"66440",NA,3
2007,"66500",814,6
2007,"66510",NA,NA
2007,"66530",900,10
2007,"66550",NA,NA
2007,"66560",NA,1
2007,"66580",NA,NA
2007,"66590",NA,NA
2007,"66600",NA,3
2007,"66640",NA,1
2007,"66710",NA,1
2007,"66800",NA,3
2007,"66840",NA,NA
2007,"66850",NA,NA
2007,"66900",1023,21
2007,"66970",NA,NA
2007,"67100",1351,162
2007,"67200",1156,60
2007,"67300",1430,31
2007,"67400",1298,18
2007,"67600",NA,3
2007,"67700",1264,11
2007,"67800",900,31
2007,"67900",NA,1
2007,"68100",843,9
2007,"68210",NA,NA
2007,"68230",NA,1
2007,"68300",968,9
2007,"68320",NA,1
2007,"68380",NA,NA
2007,"68390",NA,1
2007,"68410",NA,NA
2007,"68500",NA,5
2007,"68555",NA,NA
2007,"68560",NA,1
2007,"68570",NA,2
2007,"68580",NA,2
2007,"68600",1177,102
2007,"68620",1100,78
2007,"68630",1193,20
2007,"68660",840,22
2007,"68700",NA,4
2007,"68800",NA,NA
2007,"68810",NA,2
2007,"68820",NA,NA
2007,"68870",NA,1
2007,"68910",NA,NA
2007,"68930",NA,NA
2007,"68940",NA,NA
2007,"69100",759,33
2007,"69150",NA,NA
2007,"69300",687,10
2007,"69310",NA,1
2007,"69410",NA,NA
2007,"69440",NA,NA
2007,"69510",NA,1
2007,"69600",877,12
2007,"69700",550,7
2007,"69730",NA,1
2007,"69820",NA,NA
2007,"69830",NA,NA
2007,"69950",NA,3
2007,"69980",NA,2
2007,"70100",2151,373
2007,"70110",1960,126
2007,"70150",1627,109
2007,"70200",1639,154
2007,"70260",1731,64
2007,"70280",1371,40
2007,"70300",2015,17
2007,"70340",1425,39
2007,"70400",NA,1
2007,"70420",1503,49
2007,"70460",1335,102
2007,"70500",1516,156
2007,"70600",1863,67
2007,"70620",1693,54
2007,"70700",1542,86
2007,"70780",1642,84
2007,"70800",1838,40
2007,"70820",1690,141
2007,"70840",NA,NA
2007,"70900",1725,6
2007,"70910",1468,30
2007,"71160",NA,3
2007,"71200",626,16
2007,"71210",NA,2
2007,"71240",NA,NA
2007,"71280",NA,1
2007,"71310",1098,6
2007,"71470",613,7
2007,"71480",NA,2
2007,"71570",NA,NA
2007,"71730",NA,NA
2007,"71750",863,7
2007,"71760",NA,NA
2007,"71775",NA,2
2007,"71800",1477,79
2007,"71820",NA,NA
2007,"71850",1465,18
2007,"71870",928,9
2007,"71910",NA,2
2007,"71960",NA,NA
2007,"72100",831,6
2007,"72210",NA,4
2007,"72300",680,6
2007,"72400",792,20
2007,"72550",NA,3
2007,"72600",724,10
2007,"73100",900,42
2007,"73200",671,12
2007,"73230",NA,NA
2007,"73300",1174,55
2007,"73310",NA,NA
2007,"73410",NA,NA
2007,"73460",NA,5
2007,"73500",764,22
2007,"73600",591,24
2007,"73770",NA,3
2007,"73900",NA,2
2007,"74100",1342,137
2007,"74120",1213,110
2007,"74130",1082,45
2007,"74200",855,7
2007,"74300",819,12
2007,"74340",NA,1
2007,"74380",NA,NA
2007,"74510",NA,4
2007,"74550",NA,1
2007,"74700",776,48
2007,"75500",645,47
2007,"75530",782,29
2007,"75680",NA,NA
2007,"75700",NA,5
2007,"76100",743,106
2007,"76120",655,31
2007,"76130",838,18
2007,"76150",720,55
2007,"76850",919,11
2007,"76940",NA,1
2007,"77240",NA,NA
2007,"77330",NA,2
2007,"77570",NA,5
2007,"77580",NA,NA
2007,"77600",837,68
2007,"77700",742,17
2007,"77800",NA,NA
2007,"78200",939,126
2007,"78210",725,23
2007,"78250",1013,41
2007,"78300",582,35
2007,"78310",1238,6
2007,"78400",1020,17
2007,"78480",NA,1
2007,"78500",903,22
2007,"78850",950,61
2007,"78870",1001,26
2007,"78880",872,14
2007,"79100",998,75
2007,"79130",538,6
2007,"79255",NA,NA
2007,"79480",NA,4
2007,"79600",605,13
2007,"79700",864,15
2007,"79810",NA,1
2007,"79830",NA,1
2007,"79940",NA,NA
2007,"80100",1719,222
2007,"80110",1932,135
2007,"80130",1353,10
2007,"80140",1627,80
2007,"80160",1318,168
2007,"80170",1487,45
2007,"80200",1854,106
2007,"80220",1371,16
2007,"80230",1488,51
2007,"80260",1451,60
2007,"80330",1389,13
2007,"80400",1260,34
2007,"80510",NA,5
2007,"80710",1667,48
2007,"80770",NA,NA
2007,"80780",NA,4
2007,"80790",NA,NA
2007,"80850",NA,NA
2007,"80910",NA,2
2007,"81100",1223,28
2007,"81160",NA,NA
2007,"81200",803,26
2007,"81210",NA,NA
2007,"81220",NA,NA
2007,"81230",NA,NA
2007,"81235",NA,1
2007,"81280",462,15
2007,"81390",NA,1
2007,"81700",649,98
2007,"81720",495,28
2007,"81750",NA,NA
2007,"81970",NA,1
2007,"82110",NA,1
2007,"82140",NA,4
2007,"82200",885,12
2007,"82220",NA,1
2007,"82290",NA,1
2007,"82300",NA,1
2007,"82335",NA,NA
2007,"82350",NA,NA
2007,"82430",NA,NA
2007,"82500",946,86
2007,"82600",751,6
2007,"82655",NA,NA
2007,"82710",NA,1
2007,"82730",NA,4
2007,"82900",531,39
2007,"83100",843,15
2007,"83130",NA,1
2007,"83330",NA,1
2007,"83400",NA,5
2007,"83430",NA,NA
2007,"83500",700,71
2007,"83630",NA,NA
2007,"83700",906,11
2007,"83720",NA,NA
2007,"83750",NA,1
2007,"83900",745,22
2007,"83950",NA,3
2007,"83960",NA,NA
2007,"84100",1252,123
2007,"84880",NA,NA
2007,"85100",1053,33
2007,"85140",NA,1
2007,"85160",NA,1
2007,"85200",728,9
2007,"85230",NA,1
2007,"85310",NA,NA
2007,"85320",NA,NA
2007,"85410",863,18
2007,"85430",NA,NA
2007,"85500",1071,66
2007,"85560",NA,NA
2007,"85580",NA,NA
2007,"85630",NA,NA
2007,"85640",NA,1
2007,"85660",NA,NA
2007,"85800",834,37
2007,"85820",NA,1
2007,"85900",NA,5
2007,"86100",NA,4
2007,"86170",NA,2
2007,"86220",NA,2
2007,"86300",931,81
2007,"86400",626,8
2007,"86440",NA,1
2007,"86600",807,24
2007,"86710",624,10
2007,"86800",813,12
2007,"86900",NA,NA
2007,"87100",1291,196
2007,"87150",1000,22
2007,"87200",1314,78
2007,"87250",1476,56
2007,"87300",947,30
2007,"87400",1069,47
2007,"87500",1065,90
2007,"87600",589,13
2007,"87700",1176,59
2007,"87830",NA,NA
2007,"88200",NA,1
2007,"88270",NA,3
2007,"88300",616,17
2007,"88400",NA,2
2007,"88470",NA,NA
2007,"88600",1207,34
2007,"88610",1496,15
2007,"88900",935,43
2007,"89140",NA,1
2007,"89200",NA,5
2007,"89400",NA,3
2007,"89600",830,8
2007,"89800",487,6
2007,"90100",1934,337
2007,"90120",1692,194
2007,"90140",1477,54
2007,"90150",1509,62
2007,"90160",1474,83
2007,"90210",NA,NA
2007,"90230",1950,92
2007,"90240",1582,115
2007,"90250",1252,124
2007,"90310",1675,24
2007,"90400",NA,NA
2007,"90420",1721,78
2007,"90440",1381,96
2007,"90450",1579,80
2007,"90460",1458,97
2007,"90480",NA,2
2007,"90500",1485,280
2007,"90520",1522,35
2007,"90530",1277,67
2007,"90540",1545,72
2007,"90550",1253,89
2007,"90560",1358,69
2007,"90570",1380,103
2007,"90580",1283,75
2007,"90630",1586,76
2007,"90650",1456,162
2007,"90800",1522,74
2007,"90810",1260,17
2007,"90820",NA,NA
2007,"90830",1305,73
2007,"90840",NA,3
2007,"90850",NA,1
2007,"90900",1209,58
2007,"90910",NA,NA
2007,"90940",1351,65
2007,"91100",1122,15
2007,"91200",NA,2
2007,"91300",NA,4
2007,"91310",NA,NA
2007,"91410",NA,NA
2007,"91430",NA,NA
2007,"91500",1037,35
2007,"91600",696,9
2007,"91670",NA,NA
2007,"91700",NA,4
2007,"91710",NA,NA
2007,"91760",NA,NA
2007,"91800",1117,27
2007,"91900",1306,21
2007,"91910",NA,4
2007,"91950",NA,NA
2007,"91980",NA,3
2007,"92100",1125,51
2007,"92120",882,27
2007,"92130",1032,40
2007,"92140",1169,15
2007,"92150",837,10
2007,"92160",NA,NA
2007,"92320",NA,1
2007,"92350",NA,NA
2007,"92400",NA,5
2007,"92430",NA,4
2007,"92450",NA,NA
2007,"92500",NA,5
2007,"92600",NA,5
2007,"92620",NA,1
2007,"92640",NA,1
2007,"92700",NA,2
2007,"92930",1170,6
2007,"93100",767,17
2007,"93280",NA,NA
2007,"93400",669,10
2007,"93600",1138,105
2007,"93825",NA,1
2007,"93850",NA,3
2007,"93999",NA,3
2007,"94100",987,167
2007,"94200",740,18
2007,"94300",NA,4
2007,"94400",752,22
2007,"94430",NA,NA
2007,"94450",1052,19
2007,"94500",661,10
2007,"94600",1043,14
2007,"94700",722,39
2007,"94720",1071,37
2007,"94830",630,14
2007,"95100",NA,3
2007,"95200",NA,NA
2007,"95230",NA,1
2007,"95300",NA,3
2007,"95400",1360,38
2007,"95410",1079,22
2007,"95420",1112,28
2007,"95430",1012,27
2007,"95450",1290,22
2007,"95600",NA,5
2007,"95700",NA,NA
2007,"95900",NA,NA
2007,"95970",NA,NA
2007,"95980",NA,NA
2007,"96100",1393,213
2007,"96190",1366,25
2007,"96200",1579,121
2007,"96300",1412,67
2007,"96400",1389,60
2007,"96440",1029,47
2007,"96460",1348,35
2007,"96500",936,113
2007,"96600",NA,1
2007,"96800",NA,2
2007,"96900",1743,18
2007,"96910",1119,14
2007,"96960",NA,NA
2007,"97110",NA,NA
2007,"97130",NA,NA
2007,"97160",NA,NA
2007,"97280",NA,1
2007,"97390",NA,NA
2007,"97700",571,17
2007,"97900",NA,5
2007,"98100",709,31
2007,"98120",554,9
2007,"98230",NA,NA
2007,"98310",NA,NA
2007,"98400",NA,NA
2007,"98440",NA,NA
2007,"98500",NA,NA
2007,"98530",NA,NA
2007,"98600",NA,NA
2007,"98720",NA,NA
2007,"98800",NA,NA
2007,"98900",600,8
2007,"99100",NA,3
2007,"99130",2149,6
2007,"99300",NA,1
2007,"99400",NA,NA
2007,"99490",NA,NA
2007,"99555",NA,1
2007,"99600",683,29
2007,"99620",NA,NA
2007,"99645",NA,NA
2007,"99710",NA,NA
2007,"99800",917,6
2007,"99830",1604,16
2007,"99870",NA,NA
2007,"99910",NA,NA
2007,"99980",NA,NA
2008,"00100",4436,366
2008,"00120",4821,155
2008,"00130",5229,35
2008,"00140",5233,191
2008,"00150",4665,286
2008,"00160",5161,63
2008,"00170",4604,167
2008,"00180",4479,178
2008,"00190",NA,NA
2008,"00200",3815,463
2008,"00210",4074,125
2008,"00240",NA,3
2008,"00250",4243,283
2008,"00260",4478,131
2008,"00270",3920,168
2008,"00280",3640,82
2008,"00290",NA,3
2008,"00300",3252,51
2008,"00310",2968,27
2008,"00320",3145,322
2008,"00330",4004,159
2008,"00340",3726,24
2008,"00350",3180,207
2008,"00360",2692,49
2008,"00370",2797,55
2008,"00380",NA,NA
2008,"00390",2461,103
2008,"00400",2679,214
2008,"00410",2124,15
2008,"00420",2410,209
2008,"00430",2609,22
2008,"00440",2758,77
2008,"00500",3517,428
2008,"00510",3481,342
2008,"00520",3107,122
2008,"00530",3648,533
2008,"00540",NA,NA
2008,"00550",3183,192
2008,"00560",3557,96
2008,"00570",3629,79
2008,"00580",NA,NA
2008,"00590",NA,NA
2008,"00600",2251,30
2008,"00610",3199,136
2008,"00620",2623,41
2008,"00630",2449,86
2008,"00640",2621,140
2008,"00650",2843,23
2008,"00660",3089,57
2008,"00670",3017,49
2008,"00680",2862,41
2008,"00690",2333,8
2008,"00700",2666,129
2008,"00710",2160,159
2008,"00720",2578,130
2008,"00730",2695,104
2008,"00740",2258,88
2008,"00750",2271,86
2008,"00760",2499,58
2008,"00770",1873,38
2008,"00780",2747,61
2008,"00790",3132,84
2008,"00800",2915,111
2008,"00810",3235,53
2008,"00820",2395,128
2008,"00830",3148,28
2008,"00840",2646,165
2008,"00850",3529,10
2008,"00870",2562,14
2008,"00900",2275,60
2008,"00910",2456,130
2008,"00920",2062,102
2008,"00930",2777,29
2008,"00940",2135,237
2008,"00950",2837,44
2008,"00960",2209,165
2008,"00970",2214,112
2008,"00980",2564,134
2008,"00990",3403,135
2008,"01120",NA,NA
2008,"01150",2198,26
2008,"01180",NA,NA
2008,"01200",1969,138
2008,"01230",2395,58
2008,"01260",2441,23
2008,"01280",2143,125
2008,"01300",2584,305
2008,"01350",2216,129
2008,"01360",1923,221
2008,"01370",2286,44
2008,"01380",2597,10
2008,"01390",2430,68
2008,"01400",2485,25
2008,"01420",2440,8
2008,"01450",2292,225
2008,"01480",1896,131
2008,"01490",2250,11
2008,"01510",2948,19
2008,"01520",3032,115
2008,"01600",2203,323
2008,"01610",2243,106
2008,"01620",2001,217
2008,"01630",2704,25
2008,"01640",2848,27
2008,"01650",1964,74
2008,"01660",2308,22
2008,"01670",2397,41
2008,"01680",2443,10
2008,"01690",2738,34
2008,"01700",2410,23
2008,"01710",2312,151
2008,"01720",NA,4
2008,"01730",1688,28
2008,"01750",NA,NA
2008,"01760",NA,NA
2008,"01800",2125,124
2008,"01820",2130,65
2008,"01830",NA,NA
2008,"01840",NA,NA
2008,"01860",NA,NA
2008,"01900",1925,95
2008,"01940",NA,NA
2008,"02100",3234,91
2008,"02110",3071,70
2008,"02120",3017,75
2008,"02130",2897,76
2008,"02140",2631,44
2008,"02150",NA,5
2008,"02160",3558,33
2008,"02170",3261,85
2008,"02180",3133,72
2008,"02200",3057,114
2008,"02210",2574,219
2008,"02230",2658,275
2008,"02240",3170,10
2008,"02260",2415,60
2008,"02270",2920,23
2008,"02280",2829,44
2008,"02300",2923,12
2008,"02320",2488,333
2008,"02330",3244,38
2008,"02340",2744,98
2008,"02360",2242,148
2008,"02380",NA,NA
2008,"02400",2027,153
2008,"02410",1548,66
2008,"02420",2096,9
2008,"02430",2364,72
2008,"02450",NA,NA
2008,"02460",1608,26
2008,"02480",NA,NA
2008,"02540",NA,1
2008,"02550",NA,2
2008,"02570",NA,2
2008,"02580",1838,11
2008,"02600",3043,106
2008,"02610",3153,56
2008,"02620",2337,87
2008,"02630",2724,60
2008,"02650",2728,207
2008,"02660",3110,15
2008,"02680",NA,1
2008,"02700",3194,52
2008,"02710",2357,111
2008,"02720",2258,59
2008,"02730",2835,37
2008,"02740",NA,3
2008,"02750",3074,74
2008,"02760",2311,177
2008,"02770",2487,70
2008,"02780",2489,51
2008,"02810",2724,6
2008,"02820",NA,NA
2008,"02860",NA,NA
2008,"02880",2236,62
2008,"02920",2528,15
2008,"02940",2756,116
2008,"02970",2727,15
2008,"03100",1946,251
2008,"03150",NA,NA
2008,"03250",1798,10
2008,"03300",NA,1
2008,"03320",NA,1
2008,"03400",1636,45
2008,"03600",1605,50
2008,"03620",1316,10
2008,"03810",NA,4
2008,"03850",1186,9
2008,"04130",2145,54
2008,"04200",2072,213
2008,"04220",2257,36
2008,"04230",2012,92
2008,"04240",NA,NA
2008,"04250",2099,57
2008,"04260",1866,86
2008,"04300",2276,104
2008,"04310",2468,21
2008,"04320",1938,92
2008,"04330",2422,9
2008,"04340",1826,44
2008,"04350",NA,NA
2008,"04360",NA,1
2008,"04390",NA,1
2008,"04400",2091,387
2008,"04410",NA,NA
2008,"04420",2129,75
2008,"04430",2306,121
2008,"04440",1708,59
2008,"04460",2166,8
2008,"04480",NA,1
2008,"04500",1883,24
2008,"04600",1830,113
2008,"04620",1972,12
2008,"04660",NA,NA
2008,"04840",NA,1
2008,"04920",NA,NA
2008,"05100",1840,9
2008,"05200",1820,50
2008,"05400",1924,38
2008,"05430",NA,1
2008,"05450",NA,NA
2008,"05460",1797,66
2008,"05510",NA,NA
2008,"05620",NA,NA
2008,"05720",NA,NA
2008,"05800",1815,280
2008,"05810",NA,NA
2008,"05820",1598,55
2008,"05830",1805,139
2008,"05840",1720,75
2008,"05860",1356,15
2008,"05880",1462,54
2008,"05900",1642,98
2008,"06100",2325,245
2008,"06150",1905,55
2008,"06200",NA,NA
2008,"06400",1918,83
2008,"06450",1818,60
2008,"06500",NA,1
2008,"06530",NA,4
2008,"06650",2207,7
2008,"06750",2395,6
2008,"07110",NA,NA
2008,"07150",NA,NA
2008,"07170",1863,12
2008,"07190",NA,NA
2008,"07230",1743,12
2008,"07500",NA,3
2008,"07510",NA,3
2008,"07550",NA,NA
2008,"07560",NA,3
2008,"07600",NA,1
2008,"07700",NA,5
2008,"07750",NA,1
2008,"07800",NA,3
2008,"07820",NA,NA
2008,"07830",NA,NA
2008,"07880",NA,2
2008,"07890",NA,2
2008,"07900",1341,37
2008,"07910",NA,1
2008,"07920",1228,12
2008,"07930",NA,1
2008,"07940",1268,8
2008,"07955",NA,2
2008,"07970",NA,1
2008,"07990",NA,1
2008,"08100",1968,157
2008,"08150",1720,35
2008,"08200",1471,72
2008,"08350",1486,35
2008,"08450",NA,2
2008,"08500",1930,76
2008,"08680",2105,9
2008,"08700",1549,56
2008,"08800",NA,5
2008,"09120",NA,1
2008,"09220",NA,1
2008,"09430",1429,7
2008,"09630",NA,NA
2008,"09810",NA,5
2008,"10210",1569,30
2008,"10300",1385,73
2008,"10320",1414,6
2008,"10330",NA,1
2008,"10360",NA,NA
2008,"10410",NA,1
2008,"10420",NA,4
2008,"10440",NA,4
2008,"10470",NA,NA
2008,"10520",NA,3
2008,"10570",NA,NA
2008,"10600",1808,51
2008,"10620",NA,4
2008,"10640",1819,9
2008,"10650",1604,9
2008,"10660",1141,6
2008,"10680",NA,NA
2008,"10710",NA,NA
2008,"10820",653,9
2008,"10900",1491,51
2008,"10940",NA,3
2008,"10960",1434,13
2008,"11100",1567,195
2008,"11120",1422,78
2008,"11130",1342,97
2008,"11310",NA,NA
2008,"11710",1618,16
2008,"11910",1538,22
2008,"12100",1078,15
2008,"12130",NA,NA
2008,"12240",1082,12
2008,"12310",1448,7
2008,"12380",NA,3
2008,"12400",1101,59
2008,"12520",NA,1
2008,"12540",NA,3
2008,"12600",NA,4
2008,"12700",1408,15
2008,"13100",1874,249
2008,"13110",NA,NA
2008,"13130",1730,154
2008,"13200",1842,45
2008,"13210",1705,128
2008,"13220",1633,8
2008,"13250",1222,15
2008,"13270",1725,6
2008,"13300",1660,30
2008,"13330",NA,NA
2008,"13430",NA,5
2008,"13500",1571,136
2008,"13600",1430,49
2008,"13700",NA,NA
2008,"13720",1561,47
2008,"13800",1355,18
2008,"13880",1673,8
2008,"13900",NA,1
2008,"14200",1314,118
2008,"14300",1313,7
2008,"14500",1274,10
2008,"14610",NA,2
2008,"14680",NA,1
2008,"14700",1156,15
2008,"14770",NA,3
2008,"14820",NA,3
2008,"14870",NA,NA
2008,"14960",NA,NA
2008,"15100",1759,129
2008,"15110",1980,109
2008,"15140",1927,318
2008,"15150",1472,136
2008,"15160",NA,NA
2008,"15170",1182,120
2008,"15200",1211,76
2008,"15210",1294,115
2008,"15230",1168,30
2008,"15240",1178,138
2008,"15270",2003,6
2008,"15300",1310,51
2008,"15320",1801,8
2008,"15340",NA,5
2008,"15500",1066,83
2008,"15520",1313,72
2008,"15540",1629,29
2008,"15550",1131,49
2008,"15560",1131,53
2008,"15610",1645,30
2008,"15680",NA,1
2008,"15700",1325,67
2008,"15800",1420,71
2008,"15810",1527,15
2008,"15830",1133,100
2008,"15840",1339,39
2008,"15850",1802,8
2008,"15860",1252,47
2008,"15870",1583,59
2008,"15880",1338,50
2008,"15900",2065,19
2008,"15950",1495,94
2008,"16100",665,14
2008,"16200",NA,5
2008,"16300",1227,115
2008,"16320",NA,NA
2008,"16500",NA,3
2008,"16600",1041,25
2008,"16610",NA,1
2008,"16670",NA,1
2008,"16710",NA,2
2008,"16800",1016,6
2008,"16900",974,37
2008,"17110",NA,NA
2008,"17130",NA,3
2008,"17200",1296,61
2008,"17240",NA,NA
2008,"17500",908,9
2008,"17610",NA,NA
2008,"17800",1045,13
2008,"18100",1370,139
2008,"18120",1310,9
2008,"18130",990,31
2008,"18150",1179,35
2008,"18200",870,30
2008,"18300",958,27
2008,"18600",NA,NA
2008,"19110",NA,2
2008,"19120",NA,NA
2008,"19160",NA,3
2008,"19210",NA,NA
2008,"19260",NA,NA
2008,"19410",NA,3
2008,"19420",NA,NA
2008,"19430",865,6
2008,"19470",NA,NA
2008,"19540",NA,1
2008,"19600",1019,15
2008,"19650",954,46
2008,"19670",NA,NA
2008,"19700",897,21
2008,"19910",NA,1
2008,"19950",NA,NA
2008,"20100",2268,652
2008,"20200",1559,58
2008,"20210",1129,58
2008,"20240",1148,45
2008,"20250",NA,1
2008,"20300",1792,106
2008,"20320",1536,299
2008,"20360",1222,206
2008,"20380",1934,13
2008,"20400",1703,8
