"Vuosi","Postinumero","Keskiarvo","Lukumäärä"
2006,"80170",1351,50
2006,"80200",1769,78
2006,"80220",1187,13
2006,"80230",1523,49
2006,"80260",1376,56
2006,"80330",1276,17
2006,"80400",1258,30
2006,"80510",NA,1
2006,"80710",1574,51
2006,"80770",NA,2
2006,"80780",1805,7
2006,"80790",NA,NA
2006,"80850",NA,NA
2006,"80910",NA,NA
2006,"81100",1074,26
2006,"81160",NA,NA
2006,"81200",675,28
2006,"81210",NA,2
2006,"81220",NA,NA
2006,"81230",NA,NA
2006,"81235",NA,1
2006,"81280",436,9
2006,"81390",NA,NA
2006,"81700",662,64
2006,"81720",467,29
2006,"81750",NA,NA
2006,"81970",NA,NA
2006,"82110",NA,NA
2006,"82140",NA,5
2006,"82200",937,21
2006,"82220",NA,NA
2006,"82290",NA,NA
2006,"82300",NA,5
2006,"82335",NA,NA
2006,"82350",NA,NA
2006,"82430",NA,NA
2006,"82500",947,73
2006,"82600",635,13
2006,"82655",NA,NA
2006,"82710",NA,NA
2006,"82730",NA,5
2006,"82900",602,30
2006,"83100",814,9
2006,"83130",NA,NA
2006,"83330",NA,NA
2006,"83400",737,7
2006,"83430",NA,2
2006,"83500",635,64
2006,"83630",NA,1
2006,"83700",615,8
2006,"83720",NA,NA
2006,"83750",NA,NA
2006,"83900",668,23
2006,"83950",NA,NA
2006,"83960",NA,1
2006,"84100",1108,117
2006,"84880",NA,NA
2006,"85100",1202,28
2006,"85140",NA,1
2006,"85160",NA,1
2006,"85200",709,8
2006,"85230",NA,NA
2006,"85310",NA,NA
2006,"85320",NA,NA
2006,"85410",758,9
2006,"85430",NA,NA
2006,"85500",956,49
2006,"85560",NA,NA
2006,"85580",NA,NA
2006,"85630",NA,NA
2006,"85640",NA,NA
2006,"85660",NA,NA
2006,"85800",746,39
2006,"85820",NA,NA
2006,"85900",524,6
2006,"86100",NA,1
2006,"86170",NA,NA
2006,"86220",NA,NA
2006,"86300",910,70
2006,"86400",NA,2
2006,"86440",NA,NA
2006,"86600",898,23
2006,"86710",505,8
2006,"86800",693,22
2006,"86900",NA,1
2006,"87100",1258,161
2006,"87150",1072,11
2006,"87200",1270,64
2006,"87250",1248,39
2006,"87300",983,32
2006,"87400",1041,36
2006,"87500",1016,76
2006,"87600",460,11
2006,"87700",1117,55
2006,"87830",NA,3
2006,"88200",NA,4
2006,"88270",NA,3
2006,"88300",NA,4
2006,"88400",NA,NA
2006,"88470",NA,NA
2006,"88600",1172,28
2006,"88610",1239,10
2006,"88900",903,50
2006,"89140",NA,NA
2006,"89200",473,12
2006,"89400",NA,1
2006,"89600",691,9
2006,"89800",436,9
2006,"90100",1908,388
2006,"90120",1732,178
2006,"90140",1521,44
2006,"90150",1547,62
2006,"90160",1462,88
2006,"90210",NA,NA
2006,"90230",1851,98
2006,"90240",1579,99
2006,"90250",1230,146
2006,"90310",1699,32
2006,"90400",NA,NA
2006,"90420",1752,82
2006,"90440",1382,96
2006,"90450",1515,88
2006,"90460",1431,115
2006,"90480",NA,NA
2006,"90500",1534,271
2006,"90520",1634,42
2006,"90530",1227,59
2006,"90540",1395,68
2006,"90550",1319,79
2006,"90560",1290,71
2006,"90570",1444,119
2006,"90580",1299,79
2006,"90630",1557,100
2006,"90650",1357,203
2006,"90800",1457,75
2006,"90810",1122,29
2006,"90820",NA,NA
2006,"90830",1314,63
2006,"90840",NA,2
2006,"90850",1034,6
2006,"90900",1119,52
2006,"90910",NA,NA
2006,"90940",1303,76
2006,"91100",1043,8
2006,"91200",NA,NA
2006,"91300",NA,4
2006,"91310",NA,1
2006,"91410",NA,NA
2006,"91430",NA,NA
2006,"91500",1013,18
2006,"91600",776,9
2006,"91670",NA,NA
2006,"91700",787,8
2006,"91710",NA,NA
2006,"91760",NA,NA
2006,"91800",1006,19
2006,"91900",1081,37
2006,"91910",NA,3
2006,"91950",NA,NA
2006,"91980",NA,NA
2006,"92100",1010,77
2006,"92120",939,24
2006,"92130",934,46
2006,"92140",935,16
2006,"92150",808,15
2006,"92160",NA,NA
2006,"92320",NA,NA
2006,"92350",NA,NA
2006,"92400",720,14
2006,"92430",NA,2
2006,"92450",NA,NA
2006,"92500",NA,5
2006,"92600",643,11
2006,"92620",NA,2
2006,"92640",NA,3
2006,"92700",NA,1
2006,"92930",NA,2
2006,"93100",728,13
2006,"93280",NA,NA
2006,"93400",583,7
2006,"93600",1077,86
2006,"93825",NA,3
2006,"93850",NA,NA
2006,"93999",NA,1
2006,"94100",1002,181
2006,"94200",789,16
2006,"94300",NA,3
2006,"94400",703,25
2006,"94430",NA,2
2006,"94450",1045,18
2006,"94500",742,9
2006,"94600",1019,22
2006,"94700",684,60
2006,"94720",1131,18
2006,"94830",509,20
2006,"95100",NA,2
2006,"95200",NA,1
2006,"95230",NA,1
2006,"95300",NA,1
2006,"95400",1176,45
2006,"95410",1045,28
2006,"95420",1032,49
2006,"95430",997,26
2006,"95450",1194,26
2006,"95600",661,10
2006,"95700",NA,4
2006,"95900",NA,3
2006,"95970",NA,1
2006,"95980",NA,3
2006,"96100",1379,232
2006,"96190",1317,39
2006,"96200",1433,111
2006,"96300",1409,73
2006,"96400",1303,49
2006,"96440",890,49
2006,"96460",1366,28
2006,"96500",893,143
2006,"96600",NA,3
2006,"96800",1230,10
2006,"96900",1585,31
2006,"96910",1192,29
2006,"96960",NA,NA
2006,"97110",NA,NA
2006,"97130",NA,NA
2006,"97160",NA,NA
2006,"97280",NA,NA
2006,"97390",NA,NA
2006,"97700",591,15
2006,"97900",672,13
2006,"98100",675,20
2006,"98120",592,6
2006,"98230",NA,NA
2006,"98310",NA,2
2006,"98400",NA,NA
2006,"98440",NA,NA
2006,"98500",NA,NA
2006,"98530",NA,1
2006,"98600",NA,NA
2006,"98720",NA,1
2006,"98800",NA,1
2006,"98900",605,9
2006,"99100",NA,3
2006,"99130",1303,9
2006,"99300",NA,NA
2006,"99400",NA,1
2006,"99490",NA,NA
2006,"99555",NA,4
2006,"99600",600,27
2006,"99620",NA,NA
2006,"99645",NA,NA
2006,"99710",NA,NA
2006,"99800",790,13
2006,"99830",1406,13
2006,"99870",NA,NA
2006,"99910",NA,5
2006,"99980",NA,1
2007,"00100",4334,449
2007,"00120",4729,166
2007,"00130",5254,41
2007,"00140",5101,209
2007,"00150",4594,335
2007,"00160",4660,54
2007,"00170",4589,209
2007,"00180",4419,245
2007,"00190",NA,NA
2007,"00200",3658,507
2007,"00210",4019,124
2007,"00240",NA,NA
2007,"00250",4066,362
2007,"00260",4254,145
2007,"00270",3877,240
2007,"00280",3551,86
2007,"00290",NA,NA
2007,"00300",3361,31
2007,"00310",2955,33
2007,"00320",3103,402
2007,"00330",3877,190
2007,"00340",3748,23
2007,"00350",3079,247
2007,"00360",2654,73
2007,"00370",2926,88
2007,"00380",NA,NA
2007,"00390",2436,109
2007,"00400",2658,223
2007,"00410",2054,11
2007,"00420",2381,285
2007,"00430",2756,19
2007,"00440",2911,74
2007,"00500",3478,638
2007,"00510",3367,416
2007,"00520",3150,132
2007,"00530",3661,620
2007,"00540",NA,NA
2007,"00550",3150,253
2007,"00560",3548,104
2007,"00570",3419,95
2007,"00580",NA,NA
2007,"00590",NA,NA
2007,"00600",2465,30
2007,"00610",3085,175
2007,"00620",2677,88
2007,"00630",2517,107
2007,"00640",2604,150
2007,"00650",2725,35
2007,"00660",2981,65
2007,"00670",3109,84
2007,"00680",2763,44
2007,"00690",3255,6
2007,"00700",2568,101
2007,"00710",2104,197
2007,"00720",2568,128
2007,"00730",2677,130
2007,"00740",2252,115
2007,"00750",2263,89
2007,"00760",2509,67
2007,"00770",1714,52
2007,"00780",2679,78
2007,"00790",3138,69
2007,"00800",2839,132
2007,"00810",3178,61
2007,"00820",2345,182
2007,"00830",3331,38
2007,"00840",2609,196
2007,"00850",4269,11
2007,"00870",2629,23
2007,"00900",2334,81
2007,"00910",2429,125
2007,"00920",1937,127
2007,"00930",2697,29
2007,"00940",2087,297
2007,"00950",2856,42
2007,"00960",2201,208
2007,"00970",2114,171
2007,"00980",2563,167
2007,"00990",3508,131
2007,"01120",NA,NA
2007,"01150",2052,26
2007,"01180",NA,NA
2007,"01200",1879,167
2007,"01230",2330,79
2007,"01260",2364,40
2007,"01280",2142,191
2007,"01300",2471,392
2007,"01350",2107,171
2007,"01360",1761,298
2007,"01370",2290,71
2007,"01380",2391,17
2007,"01390",2432,79
2007,"01400",2402,27
2007,"01420",NA,4
2007,"01450",2222,273
2007,"01480",1790,127
2007,"01490",2235,10
2007,"01510",2826,26
2007,"01520",2952,120
2007,"01600",2155,429
2007,"01610",2107,163
2007,"01620",1967,312
2007,"01630",2589,44
2007,"01640",2569,29
2007,"01650",1911,103
2007,"01660",2246,20
2007,"01670",2326,55
2007,"01680",2275,13
2007,"01690",2854,44
2007,"01700",2188,8
2007,"01710",2180,251
2007,"01720",NA,1
2007,"01730",1724,42
2007,"01750",NA,1
2007,"01760",NA,3
2007,"01800",2068,153
2007,"01820",2083,60
2007,"01830",NA,NA
2007,"01840",NA,NA
2007,"01860",NA,1
2007,"01900",1841,104
2007,"01940",NA,1
2007,"02100",3157,118
2007,"02110",2909,87
2007,"02120",3034,85
2007,"02130",2900,115
2007,"02140",2613,40
2007,"02150",2717,18
2007,"02160",3434,36
2007,"02170",3218,120
2007,"02180",3008,113
2007,"02200",2815,149
2007,"02210",2461,278
2007,"02230",2763,356
2007,"02240",2814,14
2007,"02260",2382,75
2007,"02270",2661,28
2007,"02280",2849,54
2007,"02300",2960,15
2007,"02320",2562,411
2007,"02330",2815,37
2007,"02340",2680,111
2007,"02360",2251,192
2007,"02380",NA,NA
2007,"02400",2105,177
2007,"02410",1473,73
2007,"02420",2045,10
2007,"02430",2235,75
2007,"02450",NA,NA
2007,"02460",1428,53
2007,"02480",NA,NA
2007,"02540",NA,1
2007,"02550",NA,4
2007,"02570",1453,8
2007,"02580",1888,20
2007,"02600",2858,130
2007,"02610",3051,70
2007,"02620",2187,102
2007,"02630",2771,58
2007,"02650",2674,226
2007,"02660",2901,30
2007,"02680",NA,3
2007,"02700",3145,77
2007,"02710",2304,144
2007,"02720",2229,60
2007,"02730",2628,39
2007,"02740",NA,NA
2007,"02750",2971,72
2007,"02760",2188,207
2007,"02770",2334,98
2007,"02780",2379,39
2007,"02810",NA,2
2007,"02820",NA,NA
2007,"02860",NA,NA
2007,"02880",2126,72
2007,"02920",2291,22
2007,"02940",2673,179
2007,"02970",2523,11
2007,"03100",1849,268
2007,"03150",NA,NA
2007,"03250",1747,17
2007,"03300",NA,NA
2007,"03320",NA,3
2007,"03400",1594,62
2007,"03600",1562,55
2007,"03620",1437,12
2007,"03810",NA,2
2007,"03850",1275,11
2007,"04130",2049,68
2007,"04200",1958,264
2007,"04220",2070,30
2007,"04230",1951,149
2007,"04240",NA,4
2007,"04250",2138,64
2007,"04260",1796,142
2007,"04300",2118,133
2007,"04310",2214,29
2007,"04320",1838,103
2007,"04330",2276,24
2007,"04340",1643,56
2007,"04350",NA,NA
2007,"04360",NA,1
2007,"04390",NA,NA
2007,"04400",2056,444
2007,"04410",NA,NA
2007,"04420",2189,94
2007,"04430",2293,153
2007,"04440",1697,81
2007,"04460",2121,25
2007,"04480",NA,NA
2007,"04500",1710,33
2007,"04600",1732,144
2007,"04620",NA,NA
2007,"04660",NA,1
2007,"04840",NA,NA
2007,"04920",NA,NA
2007,"05100",1709,22
2007,"05200",1733,39
2007,"05400",1742,36
2007,"05430",NA,NA
2007,"05450",NA,NA
2007,"05460",1829,83
2007,"05510",NA,3
2007,"05620",NA,NA
2007,"05720",NA,NA
2007,"05800",1778,333
2007,"05810",NA,NA
2007,"05820",1353,53
2007,"05830",1859,179
2007,"05840",1717,73
2007,"05860",1365,24
2007,"05880",1432,42
2007,"05900",1670,92
2007,"06100",2149,240
2007,"06150",1893,65
2007,"06200",NA,1
2007,"06400",1843,78
2007,"06450",1850,34
2007,"06500",NA,1
2007,"06530",1843,7
2007,"06650",NA,4
2007,"06750",2249,6
2007,"07110",NA,NA
2007,"07150",NA,NA
2007,"07170",1794,15
2007,"07190",NA,NA
2007,"07230",1743,6
2007,"07500",1395,6
2007,"07510",NA,NA
2007,"07550",NA,1
2007,"07560",NA,4
2007,"07600",NA,2
2007,"07700",1598,9
2007,"07750",NA,NA
2007,"07800",NA,2
2007,"07820",NA,1
2007,"07830",NA,NA
2007,"07880",NA,NA
2007,"07890",NA,NA
2007,"07900",1247,52
2007,"07910",NA,2
2007,"07920",1066,9
2007,"07930",NA,1
2007,"07940",NA,4
2007,"07955",NA,5
2007,"07970",NA,1
2007,"07990",NA,1
2007,"08100",1852,168
2007,"08150",1854,31
2007,"08200",1531,88
2007,"08350",1507,51
2007,"08450",NA,1
2007,"08500",1746,68
2007,"08680",2066,18
2007,"08700",1426,71
2007,"08800",1648,6
2007,"09120",NA,2
2007,"09220",1424,6
2007,"09430",1374,7
2007,"09630",NA,NA
2007,"09810",1185,6
2007,"10210",1508,36
2007,"10300",1380,74
2007,"10320",NA,3
2007,"10330",NA,5
2007,"10360",NA,NA
2007,"10410",NA,NA
2007,"10420",915,8
2007,"10440",NA,5
2007,"10470",NA,NA
2007,"10520",NA,4
2007,"10570",NA,1
2007,"10600",1879,83
2007,"10620",1380,6
2007,"10640",NA,5
2007,"10650",1493,26
2007,"10660",NA,2
2007,"10680",NA,NA
2007,"10710",NA,NA
2007,"10820",742,7
2007,"10900",1401,82
2007,"10940",NA,5
2007,"10960",1248,23
2007,"11100",1487,211
2007,"11120",1396,80
2007,"11130",1172,133
2007,"11310",NA,3
2007,"11710",1558,28
2007,"11910",1520,23
2007,"12100",1091,30
2007,"12130",NA,3
2007,"12240",1013,14
2007,"12310",1018,8
2007,"12380",NA,NA
2007,"12400",1043,68
2007,"12520",NA,2
2007,"12540",NA,5
2007,"12600",NA,4
2007,"12700",1277,33
2007,"13100",1849,302
2007,"13110",NA,4
2007,"13130",1701,173
2007,"13200",1812,44
2007,"13210",1594,168
2007,"13220",1654,11
2007,"13250",975,23
2007,"13270",NA,5
2007,"13300",1626,30
2007,"13330",NA,NA
2007,"13430",NA,4
2007,"13500",1525,173
2007,"13600",1387,64
2007,"13700",NA,NA
2007,"13720",1479,38
2007,"13800",1484,20
2007,"13880",1640,8
2007,"13900",NA,NA
2007,"14200",1222,124
2007,"14300",1235,6
2007,"14500",1176,20
2007,"14610",NA,1
2007,"14680",NA,NA
2007,"14700",1019,17
2007,"14770",NA,1
2007,"14820",NA,5
2007,"14870",NA,NA
2007,"14960",NA,1
2007,"15100",1789,130
2007,"15110",2023,138
2007,"15140",1886,362
2007,"15150",1424,154
2007,"15160",NA,NA
2007,"15170",1137,132
2007,"15200",1249,92
2007,"15210",1175,140
2007,"15230",1156,32
2007,"15240",1158,189
2007,"15270",NA,1
2007,"15300",1305,39
2007,"15320",1560,15
2007,"15340",1608,11
2007,"15500",1119,100
2007,"15520",1276,81
2007,"15540",1299,25
2007,"15550",1154,45
2007,"15560",1026,69
2007,"15610",1755,30
2007,"15680",NA,NA
2007,"15700",1229,64
2007,"15800",1315,69
2007,"15810",1577,13
2007,"15830",1155,131
2007,"15840",1282,46
2007,"15850",1891,7
2007,"15860",1193,93
2007,"15870",1472,80
2007,"15880",1282,55
2007,"15900",2011,18
2007,"15950",1506,124
2007,"16100",749,14
2007,"16200",867,7
2007,"16300",1177,142
2007,"16320",NA,1
2007,"16500",NA,1
2007,"16600",1075,28
2007,"16610",NA,1
2007,"16670",NA,NA
2007,"16710",NA,NA
2007,"16800",874,9
2007,"16900",976,36
2007,"17110",NA,NA
2007,"17130",NA,3
2007,"17200",1201,72
2007,"17240",NA,2
2007,"17500",965,13
2007,"17610",NA,1
2007,"17800",887,25
2007,"18100",1354,163
2007,"18120",1271,8
2007,"18130",969,34
2007,"18150",1125,59
2007,"18200",840,45
2007,"18300",876,17
2007,"18600",NA,1
2007,"19110",NA,2
2007,"19120",NA,1
2007,"19160",NA,3
2007,"19210",NA,1
2007,"19260",NA,NA
2007,"19410",NA,4
2007,"19420",NA,NA
2007,"19430",NA,4
2007,"19470",NA,1
2007,"19540",NA,NA
2007,"19600",936,19
2007,"19650",911,34
2007,"19670",NA,NA
2007,"19700",853,18
2007,"19910",NA,2
2007,"19950",NA,1
2007,"20100",2212,833
2007,"20200",1563,89
2007,"20210",1162,71
2007,"20240",1144,58
2007,"20250",1431,6
2007,"20300",1604,113
2007,"20320",1531,361
2007,"20360",1172,208
2007,"20380",1866,19
2007,"20400",1755,10
2007,"20460",1078,66
2007,"20500",2191,204
2007,"20520",2017,64
2007,"20540",1534,254
2007,"20610",1132,249
2007,"20660",1865,25
2007,"20700",2206,164
2007,"20720",1667,138
2007,"20740",1611,201
2007,"20750",1098,108
2007,"20760",1550,57
2007,"20780",1637,212
2007,"20810",2040,365
2007,"20880",1675,137
2007,"20900",2018,45
2007,"20960",NA,NA
2007,"21100",1723,94
2007,"21110",1616,141
2007,"21120",1748,6
2007,"21140",1255,7
2007,"21160",1635,11
2007,"21195",NA,1
2007,"21200",1392,271
2007,"21210",1417,48
2007,"21220",1355,23
2007,"21230",NA,5
2007,"21240",NA,NA
2007,"21250",1490,57
2007,"21260",1607,28
2007,"21270",1293,22
2007,"21280",1968,19
2007,"21290",1737,14
2007,"21310",1375,9
2007,"21330",1296,9
2007,"21350",NA,4
2007,"21360",1377,6
2007,"21370",NA,NA
2007,"21380",1239,41
2007,"21410",NA,2
2007,"21420",1551,56
2007,"21430",NA,NA
2007,"21450",1091,12
2007,"21490",NA,5
2007,"21500",1451,80
2007,"21530",1256,123
2007,"21540",NA,1
2007,"21560",NA,2
2007,"21570",1101,16
2007,"21590",NA,NA
2007,"21600",1232,92
2007,"21610",NA,1
2007,"21620",1793,10
2007,"21630",NA,NA
2007,"21650",NA,NA
2007,"21660",1074,7
2007,"21710",NA,1
2007,"21760",NA,4
2007,"21800",955,26
2007,"21820",NA,NA
2007,"21860",NA,NA
2007,"21870",1038,14
2007,"21880",NA,4
2007,"21900",839,8
2007,"21930",NA,1
2007,"23100",1127,42
2007,"23120",NA,NA
2007,"23140",NA,1
2007,"23200",664,13
2007,"23210",NA,NA
2007,"23260",NA,NA
2007,"23310",1023,9
2007,"23360",NA,3
2007,"23450",NA,5
2007,"23500",887,170
2007,"23600",854,12
2007,"23800",919,82
2007,"23930",NA,NA
2007,"23950",NA,5
2007,"24100",1361,266
2007,"24130",1252,31
2007,"24240",1275,82
2007,"24260",1164,96
2007,"24280",1426,76
2007,"24800",1215,80
2007,"24910",NA,NA
2007,"25110",NA,NA
2007,"25130",1179,7
2007,"25160",NA,NA
2007,"25190",826,14
2007,"25210",NA,1
2007,"25230",NA,2
2007,"25240",NA,NA
2007,"25250",1030,13
2007,"25260",NA,4
2007,"25320",NA,4
2007,"25330",729,8
2007,"25340",NA,NA
2007,"25360",978,15
2007,"25370",NA,1
2007,"25380",NA,3
2007,"25390",695,7
2007,"25410",NA,4
2007,"25460",NA,3
2007,"25470",NA,1
2007,"25500",1000,29
2007,"25520",NA,4
2007,"25550",NA,1
2007,"25570",NA,5
2007,"25630",NA,3
2007,"25640",NA,NA
2007,"25660",NA,3
2007,"25700",1168,14
2007,"25830",NA,2
2007,"25860",NA,1
2007,"25870",NA,2
2007,"25900",966,12
2007,"26100",1339,346
2007,"26200",1360,104
2007,"26410",NA,NA
2007,"26510",1056,12
2007,"26660",1153,91
2007,"26720",NA,NA
2007,"26820",1007,32
2007,"26840",1277,8
2007,"27100",1104,23
2007,"27150",1006,10
2007,"27230",904,9
2007,"27310",NA,1
2007,"27320",NA,1
2007,"27400",NA,1
2007,"27430",NA,2
2007,"27450",NA,NA
2007,"27500",867,21
2007,"27510",1149,37
2007,"27600",NA,3
2007,"27640",NA,2
2007,"27650",NA,1
2007,"27670",NA,NA
2007,"27710",770,8
2007,"27730",NA,NA
2007,"27750",NA,NA
2007,"27800",1263,15
2007,"27820",NA,3
2007,"27840",NA,2
2007,"27860",NA,2
2007,"27910",540,10
2007,"27920",NA,NA
2007,"28100",1559,359
2007,"28120",1164,67
2007,"28130",1242,139
2007,"28190",907,51
2007,"28200",1211,30
2007,"28220",1218,38
2007,"28240",NA,3
2007,"28260",NA,1
2007,"28300",1344,38
2007,"28330",1009,34
2007,"28360",1253,69
2007,"28370",706,80
2007,"28400",1190,65
2007,"28430",1121,20
2007,"28450",1014,30
2007,"28500",1048,27
2007,"28540",NA,2
2007,"28580",NA,NA
2007,"28600",1202,44
2007,"28610",1220,69
2007,"28660",1243,53
2007,"28760",976,13
2007,"28800",780,43
2007,"28840",637,7
2007,"28880",NA,1
2007,"28900",NA,NA
2007,"29100",957,8
2007,"29200",802,78
2007,"29250",890,25
2007,"29310",NA,NA
2007,"29320",NA,NA
2007,"29340",NA,2
2007,"29600",916,31
2007,"29630",NA,5
2007,"29700",NA,NA
2007,"29810",NA,5
2007,"29880",NA,NA
2007,"29900",NA,5
2007,"30100",1154,190
2007,"30300",784,63
2007,"30420",1118,83
2007,"31110",NA,NA
2007,"31130",NA,1
2007,"31160",NA,2
2007,"31300",1143,27
2007,"31400",1020,76
2007,"31470",NA,2
2007,"31500",758,11
2007,"31600",946,29
2007,"31610",NA,1
2007,"31620",NA,3
2007,"31630",NA,2
2007,"31640",750,12
2007,"31700",NA,2
2007,"31720",NA,1
2007,"31760",1024,16
2007,"31900",654,11
2007,"32100",807,12
2007,"32200",1167,103
2007,"32210",829,20
2007,"32250",NA,NA
2007,"32270",NA,2
2007,"32300",NA,2
2007,"32410",NA,NA
2007,"32440",624,12
2007,"32500",NA,2
2007,"32560",NA,NA
2007,"32610",NA,4
2007,"32620",NA,NA
2007,"32700",967,97
2007,"32730",NA,3
2007,"32740",676,16
2007,"32800",904,30
2007,"32810",744,12
2007,"32910",NA,NA
2007,"32920",NA,NA
2007,"33100",2431,430
2007,"33180",3426,13
2007,"33200",2537,206
2007,"33210",2546,153
2007,"33230",2476,168
2007,"33240",2149,42
2007,"33250",2291,51
2007,"33270",2153,164
2007,"33300",1668,131
2007,"33310",1301,152
2007,"33330",1334,49
2007,"33340",1866,57
2007,"33400",1936,102
2007,"33410",1481,164
2007,"33420",1663,19
2007,"33430",1746,67
2007,"33450",1794,29
2007,"33470",1622,98
2007,"33480",1738,92
2007,"33500",2311,323
2007,"33520",1763,34
2007,"33530",1917,109
2007,"33540",2165,286
2007,"33560",1832,156
2007,"33580",2077,207
2007,"33610",2057,79
2007,"33680",NA,NA
2007,"33700",2238,64
2007,"33710",1724,305
2007,"33720",1538,471
2007,"33730",1915,58
2007,"33800",1554,134
2007,"33820",1911,140
2007,"33840",1413,106
2007,"33850",1170,56
2007,"33880",1419,62
2007,"33900",1976,169
2007,"33920",NA,4
2007,"33950",1639,83
2007,"33960",1854,143
2007,"33980",NA,1
2007,"34130",1228,15
2007,"34140",NA,NA
2007,"34240",NA,1
2007,"34260",NA,2
2007,"34300",903,8
2007,"34450",NA,1
2007,"34600",790,35
2007,"34800",873,47
2007,"34870",NA,1
2007,"35100",1159,24
2007,"35220",NA,3
2007,"35300",1053,71
2007,"35320",NA,NA
2007,"35400",NA,2
2007,"35500",735,11
2007,"35530",NA,NA
2007,"35540",NA,1
2007,"35600",603,15
2007,"35630",NA,1
2007,"35700",574,20
2007,"35800",600,71
2007,"35820",621,18
2007,"35990",512,6
2007,"36100",2147,6
2007,"36110",1775,35
2007,"36200",1676,133
2007,"36220",1427,93
2007,"36240",1601,68
2007,"36270",1589,12
2007,"36420",962,10
2007,"36430",NA,2
2007,"36450",NA,NA
2007,"36600",1305,16
2007,"36720",NA,2
2007,"36760",NA,3
2007,"36810",NA,NA
2007,"36840",NA,NA
2007,"36910",NA,1
2007,"36930",NA,NA
2007,"37100",1485,170
2007,"37120",1453,129
2007,"37130",1557,69
2007,"37140",1649,21
2007,"37150",1497,68
2007,"37200",1161,14
2007,"37240",754,6
2007,"37370",NA,4
2007,"37420",NA,NA
2007,"37470",1348,8
2007,"37500",1658,86
2007,"37550",1669,48
2007,"37560",1730,15
2007,"37600",1133,169
2007,"37630",1237,111
2007,"37700",NA,1
2007,"37800",1144,107
2007,"37830",1037,58
2007,"37850",NA,NA
2007,"37860",NA,1
2007,"37900",NA,NA
2007,"37910",1042,8
2007,"38100",NA,1
2007,"38200",1208,92
2007,"38210",841,34
2007,"38250",NA,NA
2007,"38270",NA,NA
2007,"38300",NA,5
2007,"38360",NA,3
2007,"38420",NA,1
2007,"38460",875,12
2007,"38510",636,7
2007,"38600",705,8
2007,"38700",1071,59
2007,"38710",823,22
2007,"38800",NA,3
2007,"38950",NA,2
2007,"39100",1223,29
2007,"39130",NA,3
2007,"39150",NA,NA
2007,"39160",1666,23
2007,"39200",945,30
2007,"39310",1052,10
2007,"39340",NA,1
2007,"39500",1109,51
2007,"39700",863,55
2007,"39820",582,8
2007,"39930",NA,2
2007,"40100",2061,375
2007,"40200",1893,94
2007,"40250",1559,115
2007,"40270",1614,186
2007,"40320",1473,91
2007,"40340",1165,116
2007,"40400",1477,99
2007,"40420",1500,73
2007,"40500",1879,56
2007,"40520",1851,167
2007,"40530",1724,44
2007,"40600",1793,51
2007,"40620",NA,NA
2007,"40630",1371,36
2007,"40640",1213,107
2007,"40700",1887,105
2007,"40720",1903,77
2007,"40740",1383,114
2007,"40800",1267,116
2007,"40820",940,21
2007,"40900",1263,41
2007,"40930",1063,12
2007,"40950",1416,54
2007,"41120",NA,NA
2007,"41160",1269,34
2007,"41180",NA,NA
2007,"41210",NA,2
2007,"41230",NA,2
2007,"41270",NA,3
2007,"41290",NA,3
2007,"41310",1550,11
2007,"41330",1121,13
2007,"41340",1223,49
2007,"41390",NA,1
2007,"41400",995,17
2007,"41490",NA,1
2007,"41500",NA,5
2007,"41520",923,10
2007,"41530",NA,NA
2007,"41560",NA,1
2007,"41580",NA,NA
2007,"41660",823,9
2007,"41710",NA,NA
2007,"41770",NA,5
2007,"41800",1019,31
2007,"41820",NA,1
2007,"41870",NA,NA
2007,"41900",986,16
2007,"42100",1255,118
2007,"42220",NA,4
2007,"42300",827,38
2007,"42440",NA,NA
2007,"42600",676,8
2007,"42700",903,101
2007,"42800",NA,3
2007,"42850",NA,1
2007,"42910",NA,NA
2007,"43100",847,62
2007,"43220",NA,1
2007,"43270",NA,NA
2007,"43300",NA,3
2007,"43440",NA,NA
2007,"43500",801,31
2007,"43520",NA,1
2007,"43700",NA,4
2007,"43800",NA,4
2007,"43900",NA,3
2007,"44100",1073,104
2007,"44120",NA,2
2007,"44150",876,40
2007,"44160",NA,1
2007,"44200",709,49
2007,"44220",NA,2
2007,"44260",NA,1
2007,"44280",NA,1
2007,"44300",NA,2
2007,"44400",NA,2
2007,"44420",NA,NA
2007,"44500",868,50
2007,"44800",888,21
2007,"44880",NA,NA
2007,"44950",NA,1
2007,"45100",1303,202
2007,"45120",1279,36
2007,"45130",1157,42
2007,"45150",997,108
2007,"45160",1115,97
2007,"45200",1083,176
2007,"45360",1289,48
2007,"45370",1214,7
2007,"45410",NA,2
2007,"45460",NA,2
2007,"45610",1030,39
2007,"45700",1016,152
2007,"45720",1217,19
2007,"45740",1135,21
2007,"45810",NA,1
2007,"45910",722,25
2007,"46110",NA,NA
2007,"46140",NA,NA
2007,"46400",NA,3
2007,"46710",NA,2
2007,"46800",988,49
2007,"46810",1026,10
2007,"46860",NA,NA
2007,"46900",785,13
2007,"46910",871,13
2007,"46920",NA,3
2007,"47200",730,17
2007,"47400",953,47
2007,"47710",NA,5
2007,"47900",NA,NA
2007,"48100",1484,385
2007,"48130",1265,9
2007,"48200",994,81
2007,"48210",NA,2
2007,"48220",875,6
2007,"48230",887,22
2007,"48300",1161,7
2007,"48310",1623,44
2007,"48350",814,93
2007,"48400",1272,119
